vehicle_record_id,observation_id,batch_no,model_code,brand,common_name,energy_type,source,stage,record_quality,source_vehicle_type,vehicle_category,vehicle_subcategory,analysis_scope,catalog_no,source_section,length_mm,width_mm,height_mm,wheelbase_mm,curb_weight_kg,curb_weight_num,battery_capacity_kwh,battery_capacity_num,battery_mass_kg,battery_mass_num,ev_range_km,ev_range_num,battery_type,battery_chemistry,battery_chemistry_cn,motor_power_kw,motor_count,motor_total_peak_kw,single_multi_motor,cell_supplier,pack_supplier,cell_supplier_group,pack_supplier_group,vertical_integration_flag,range_extender,seat_count,approx_energy_consumption_kwh_100km,battery_energy_density_wh_kg,km_per_kwh,battery_mass_ratio_pct,variant_count,vehicle_tax_match_flag,purchase_tax_match_flag,metric_scope,source_detail,source_tax
406:CA7153,406:CA7153:confirmed,406,CA7153,红旗,红旗H7,插电式混合动力,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,1,一、汽车生产企业,,,,,1970,1970.0,23.9,23.9,203.5,203.5,151,151.0,,,,,,,,,,,,,,,15.8,117.4,6.32,10.3,1,0,1,全数据,,插电式混合动力汽车
406:CC6491,406:CC6491:confirmed,406,CC6491,哈弗,哈弗猛龙 PLUS,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,,,,,2195,2195.0,34.1,34.1,273,273.0,147,147.0,,,,,,,,,,,,,,,23.2,124.9,4.31,12.4,1,1,0,全数据,,插电式混合动力乘用车
406:CC6510,406:CC6510:confirmed,406,CC6510,哈弗,HX;H10,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,,,,,2510,2510.0,42.8,42.8,297,297.0,180,180.0,,,,,,,,,,,,,,,23.8,144.1,4.21,11.8,1,1,1,全数据,,插电式混合动力乘用车
406:CC6520,406:CC6520:confirmed,406,CC6520,魏,V9,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,,,,,2830,2830.0,64.7,64.7,365,365.0,312,312.0,,,,,,,,,,,,,,,20.7,177.3,4.82,12.9,1,1,1,全数据,,插电式混合动力乘用车
406:CC6530,406:CC6530:confirmed,406,CC6530,哈弗,HX;H10,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,,,,,2570,2570.0,42.8,42.8,297,297.0,176,176.0,,,,,,,,,,,,,,,24.3,144.1,4.11,11.6,1,1,1,全数据,,插电式混合动力乘用车
406:CC7000,406:CC7000:confirmed,406,CC7000,欧拉,ORA 5,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,15,一、汽车生产企业,,,,,1645,1645.0,58.3,58.3,422,422.0,580,580.0,,,,,,,,,,,,,,,10.1,138.2,9.95,25.7,1,0,1,全数据,,纯电动汽车
406:CC7150,406:CC7150:confirmed,406,CC7150,欧拉,ORA 5,插电式混合动力,eidc,confirmed,high,混合动力轿车,passenger_vehicle,sedan,in_scope,15,一、汽车生产企业,,,,,1555,1555.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,全数据,,节能乘用车
406:CSA6453,406:CSA6453:confirmed,406,CSA6453,名爵,MG 4X,纯电动,eidc,confirmed,high,纯电动运动型乘用车,passenger_vehicle,suv_mpv,in_scope,122,一、汽车生产企业,,,,,1755,1755.0,64.2,64.2,457,457.0,610,610.0,,,,,,,,,,,,,,,10.5,140.5,9.5,26.0,1,0,1,全数据,,纯电动汽车
406:CSA7002,406:CSA7002:confirmed,406,CSA7002,智己,L6,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,122,一、汽车生产企业,,,,,2240,2240.0,93.1,93.1,612,612.0,822/850,822.0,,,,,,,,,,,,,,,11.3,152.1,8.83,27.3,1,0,1,全数据,,纯电动汽车
406:CSA7009,406:CSA7009:confirmed,406,CSA7009,荣威,D7,纯电动,eidc,confirmed,high,换电式纯电动轿车,passenger_vehicle,sedan,in_scope,122,一、汽车生产企业,,,,,1670,1670.0,56.0,56.0,415,415.0,501,501.0,,,,,,,,,,,,,,,11.2,134.9,8.95,24.9,1,0,1,全数据,,纯电动汽车
406:CXF5150X,406:CXF5150X:confirmed,406,CXF5150X,程力新富,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)188,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:DCQ5045X,406:DCQ5045X:confirmed,406,DCQ5045X,大驰,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)466,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:DCQ5062X,406:DCQ5062X:confirmed,406,DCQ5062X,大驰,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)466,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:DJV5070X,406:DJV5070X:confirmed,406,DJV5070X,东嘉加乐,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十二)68,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:ELT5040X,406:ELT5040X:confirmed,406,ELT5040X,闽特,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十三)69,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:EQ2035,406:EQ2035:confirmed,406,EQ2035,猛士,,插电式混合动力,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,3,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
406:EQ2036,406:EQ2036:confirmed,406,EQ2036,猛士,,插电式混合动力,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,3,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
406:FHA5030X,406:FHA5030X:confirmed,406,FHA5030X,景飞,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(九)50,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:FZ6430,406:FZ6430:confirmed,406,FZ6430,零跑,A10,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,58,一、汽车生产企业,,,,,1460,1460.0,53,53.0,380±11,380.0,505（CLTC）,505.0,,,,,,,,,,,,,,,10.5,139.5,9.53,26.0,1,0,1,全数据,,纯电动汽车
406:FZ6470,406:FZ6470:confirmed,406,FZ6470,零跑,C10,纯电动,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,58,一、汽车生产企业,,,,,1995,1995.0,38.7,38.7,302±9,302.0,190,190.0,,,,,,,,,,,,,,,20.4,128.1,4.91,15.1,1,1,1,全数据,,插电式混合动力乘用车
406:FZ6490,406:FZ6490:confirmed,406,FZ6490,零跑,C16,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,58,一、汽车生产企业,,,,,2120/2145,2120.0,38.7,38.7,302±9,302.0,185,185.0,,,,,,,,,,,,,,,20.9,128.1,4.78,14.2,1,1,1,全数据,,插电式混合动力乘用车
406:FZ7000,406:FZ7000:confirmed,406,FZ7000,零跑,A05,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,58,一、汽车生产企业,,,,,1420,1420.0,53,53.0,380±11,380.0,510（CLTC）,510.0,,,,,,,,,,,,,,,10.4,139.5,9.62,26.8,1,0,1,全数据,,纯电动汽车
406:GAC6490,406:GAC6490:confirmed,406,GAC6490,传祺(Trumpchi),传祺向往S7;传祺S7,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,89,一、汽车生产企业,,,,,2130,2130.0,38.883,38.883,271±8,271.0,185,185.0,,,,,,,,,,,,,,,21.0,143.5,4.76,12.7,1,1,0,全数据,,插电式混合动力乘用车
406:GAC6501,406:GAC6501:confirmed,406,GAC6501,传祺(Trumpchi),传祺向往E8,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,89,一、汽车生产企业,,,,,2270/2345/2375,2270.0,38.883,38.883,271±8,271.0,205,205.0,,,,,,,,,,,,,,,19.0,143.5,5.27,11.9,1,1,1,全数据,,插电式混合动力乘用车
406:HBG5030X,406:HBG5030X:confirmed,406,HBG5030X,瑞旅,,插电式混合动力,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)42,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
406:HQ6472,406:HQ6472:confirmed,406,HQ6472,吉利,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:HTL5033X,406:HTL5033X:confirmed,406,HTL5033X,聊工,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)225,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:JL6441,406:JL6441:confirmed,406,JL6441,帝豪,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:JL6481,406:JL6481:confirmed,406,JL6481,远程,星享V6E,纯电动,eidc,confirmed,high,换电式纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,1580,1580.0,41.932,41.932,305±9,305.0,300,300.0,,,,,,,,,,,,,,,14.0,137.5,7.15,19.3,1,0,1,全数据,,纯电动汽车
406:JL6484,406:JL6484:confirmed,406,JL6484,吉利,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:JL6501,406:JL6501:confirmed,406,JL6501,远程,远程V7E,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,1790/1835/1840/1870,1790.0,51.52,51.52,365±10.9,365.0,370,370.0,,,,,,,,,,,,,,,13.9,141.2,7.18,20.4,1,0,1,全数据,,纯电动汽车
406:JL6541,406:JL6541:confirmed,406,JL6541,远程,远程V8E,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,1875/1880/1910,1875.0,51.3912,51.3912,365±10,365.0,350,350.0,,,,,,,,,,,,,,,14.7,140.8,6.81,19.5,1,0,1,全数据,,纯电动汽车
406:JL7001,406:JL7001:confirmed,406,JL7001,吉利,星愿STAR、星愿,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,1330,1330.0,47.14,47.14,302,302.0,460,460.0,,,,,,,,,,,,,,,10.2,156.1,9.76,22.7,1,0,1,全数据,,纯电动汽车
406:JSL5045X,406:JSL5045X:confirmed,406,JSL5045X,骏隆,,插电式增程混合动力,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十)202,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
406:JX1036,406:JX1036:confirmed,406,JX1036,福特,,,eidc,confirmed,high,多用途货车,passenger_vehicle,suv_mpv,in_scope,61,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:JX1037,406:JX1037:confirmed,406,JX1037,福特,,,eidc,confirmed,high,多用途货车,passenger_vehicle,suv_mpv,in_scope,61,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:JYF5040X,406:JYF5040X:confirmed,406,JYF5040X,隆吉瑞,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)281,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:LMJ5065X,406:LMJ5065X:confirmed,406,LMJ5065X,美景如家,,插电式增程混合动力,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)440,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
406:LUX5180X,406:LUX5180X:confirmed,406,LUX5180X,禹行,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十四)47,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:LXA6512,406:LXA6512:confirmed,406,LXA6512,理想,理想L8,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,210,一、汽车生产企业,,,,,2740/2770/2805/2830,2740.0,72.7,72.7,411±6,411.0,343/335,343.0,,,,,,,,,,,,,,,21.2,176.9,4.72,15.0,1,1,1,全数据,,插电式混合动力乘用车
406:LZW6490,406:LZW6490:confirmed,406,LZW6490,五菱,星光730,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,92,一、汽车生产企业,,,,,1810,1810.0,60.0,60.0,424,424.0,500（CLTC）,500.0,,,,,,,,,,,,,,,12.0,141.5,8.33,23.4,1,0,1,全数据,,纯电动汽车
406:MAX5120X,406:MAX5120X:confirmed,406,MAX5120X,星迹,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)234,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:MR7001,406:MR7001:confirmed,406,MR7001,吉利,星愿UP、星愿,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,1330,1330.0,47.14,47.14,302,302.0,480,480.0,,,,,,,,,,,,,,,9.8,156.1,10.18,22.7,1,0,1,全数据,,纯电动汽车
406:MR7205,406:MR7205:confirmed,406,MR7205,吉利,,,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:NEQ6490,406:NEQ6490:confirmed,406,NEQ6490,爱咖,V27,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,174,一、汽车生产企业,,,,,2194,2194.0,34.317,34.317,283,283.0,150,150.0,,,,,,,,,,,,,,,22.9,121.3,4.37,12.9,1,1,1,全数据,,插电式混合动力乘用车
406:NEQ6510,406:NEQ6510:confirmed,406,NEQ6510,爱咖,V27,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,174,一、汽车生产企业,,,,,2242,2242.0,34.317,34.317,283,283.0,150,150.0,,,,,,,,,,,,,,,22.9,121.3,4.37,12.6,1,1,0,全数据,,插电式混合动力乘用车
406:NHQ6470,406:NHQ6470:confirmed,406,NHQ6470,小鹏,小鹏L03,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,140,一、汽车生产企业,,,,,1855/1875,1855.0,56.0,56.0,418,418.0,550/525/530/505,550.0,,,,,,,,,,,,,,,10.2,134.0,9.82,22.5,1,0,1,全数据,,纯电动汽车
406:NJ6500,406:NJ6500:confirmed,406,NJ6500,依维柯,聚星,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,44,一、汽车生产企业,,,,,2650,2650.0,88.8,88.8,588±17.6,588.0,460,460.0,,,,,,,,,,,,,,,19.3,151.0,5.18,22.2,1,0,1,全数据,,纯电动汽车
406:QCJ2030,406:QCJ2030:confirmed,406,QCJ2030,方程豹,方程豹豹5,插电式混合动力,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,,,,,2960/3050,2960.0,46.704,46.704,362,362.0,160,160.0,,,,,,,,,,,,,,,29.2,129.0,3.43,12.2,1,1,1,全数据,,插电式混合动力乘用车
406:QCJ7000,406:QCJ7000:confirmed,406,QCJ7000,腾势,腾势Z9,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,2397/2438,2397.0,102.326,102.326,725.9,725.9,920(CLTC),920.0,,,,,,,,,,,,,,,11.1,141.0,8.99,30.3,1,0,1,全数据,,纯电动汽车
406:QCJ7002,406:QCJ7002:confirmed,406,QCJ7002,领汇,领汇e3,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,1350,1350.0,38.016,38.016,271.5,271.5,350(CLTC),350.0,,,,,,,,,,,,,,,10.9,140.0,9.21,20.1,1,0,1,全数据,,纯电动汽车
406:QXC5044X,406:QXC5044X:confirmed,406,QXC5044X,齐星,,插电式混合动力,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)70,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
406:QYZ5030X,406:QYZ5030X:confirmed,406,QYZ5030X,重特,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)10,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:SC5033X,406:SC5033X:confirmed,406,SC5033X,长安,,插电式混合动力,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)45,民用改装车生产企业,,,,,2735,2735.0,43.47,43.47,325±9.75,325.0,121,121.0,,,,,,,,,,,,,,,35.9,133.8,2.78,11.9,1,0,1,全数据,,插电式混合动力汽车
406:SC6470,406:SC6470:confirmed,406,SC6470,长安,UNI-Z,插电式混合动力,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,96,一、汽车生产企业,,,,,1710,1710.0,18.42,18.42,166,166.0,101,101.0,,,,,,,,,,,,,,,18.2,111.0,5.48,9.7,1,1,0,全数据,,插电式混合动力乘用车
406:SC6480,406:SC6480:confirmed,406,SC6480,长安,Q06R,纯电动,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,96,一、汽车生产企业,,,,,1930,1930.0,28.39,28.39,232,232.0,153,153.0,,,,,,,,,,,,,,,18.6,122.4,5.39,12.0,1,1,1,全数据,,插电式混合动力乘用车
406:SFK5040X,406:SFK5040X:confirmed,406,SFK5040X,富旗,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)565,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:SJW5260X,406:SJW5260X:confirmed,406,SJW5260X,巨威,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)210,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:SQR6440,406:SQR6440:confirmed,406,SQR6440,奇瑞,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:SQR6470,406:SQR6470:confirmed,406,SQR6470,捷途,山海T1,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,1984,1984.0,26.62,26.62,258.8,258.8,117,117.0,,,,,,,,,,,,,,,22.8,102.9,4.4,13.0,1,1,0,全数据,,插电式混合动力乘用车
406:SQR7150,406:SQR7150:confirmed,406,SQR7150,奇瑞,风云A9,插电式混合动力,eidc,confirmed,high,插电式增程混合动力轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,,,,,1800,1800.0,28.3,28.3,225,225.0,175,175.0,,,,,,,,,,,,,,,16.2,125.8,6.18,12.5,1,1,1,全数据,,插电式混合动力乘用车
406:WGG5032X,406:WGG5032X:confirmed,406,WGG5032X,武工,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)54,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:WHJ6520,406:WHJ6520:confirmed,406,WHJ6520,凯翼,江豚E7,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,137,一、汽车生产企业,,,,,1820/1855,1820.0,68.708,68.708,447±13.41,447.0,490,490.0,,,,,,,,,,,,,,,14.0,153.7,7.13,24.6,1,0,1,全数据,,纯电动汽车
406:WHJ7000,406:WHJ7000:confirmed,406,WHJ7000,凯翼,拾月max,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,137,一、汽车生产企业,,,,,1015,1015.0,17.69,17.69,144,144.0,201,201.0,,,,,,,,,,,,,,,8.8,122.8,11.36,14.2,1,0,1,全数据,,纯电动汽车
406:WLP5030X,406:WLP5030X:confirmed,406,WLP5030X,沃勒创精,,插电式混合动力,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(二)41,民用改装车生产企业,,,,,2975,2975.0,32.855,32.855,207±6,207.0,70,70.0,,,,,,,,,,,,,,,46.9,158.7,2.13,7.0,1,1,0,全数据,,插电式混合动力商用车
406:WLP5031X,406:WLP5031X:confirmed,406,WLP5031X,沃勒创精,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二)41,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:WLP5040X,406:WLP5040X:confirmed,406,WLP5040X,沃勒创精,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二)41,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:WLQ5040X,406:WLQ5040X:confirmed,406,WLQ5040X,和菱,,插电式混合动力,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)128,民用改装车生产企业,,,,,3380,3380.0,43.47,43.47,347,347.0,110,110.0,,,,,,,,,,,,,,,39.5,125.3,2.53,10.3,1,0,1,全数据,,插电式混合动力汽车
406:WSJ5030X,406:WSJ5030X:confirmed,406,WSJ5030X,威士捷,,插电式混合动力,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)526,民用改装车生产企业,,,,,2965,2965.0,31.73,31.73,258,258.0,100,100.0,,,,,,,,,,,,,,,31.7,123.0,3.15,8.7,1,0,1,全数据,,插电式混合动力汽车
406:WSJ5031X,406:WSJ5031X:confirmed,406,WSJ5031X,威士捷,,纯电动,eidc,confirmed,high,纯电动旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)526,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:WSJ5040X,406:WSJ5040X:confirmed,406,WSJ5040X,威士捷,,插电式增程混合动力,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)526,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
406:WWW5030X,406:WWW5030X:confirmed,406,WWW5030X,亿多星,,纯电动,eidc,confirmed,high,纯电动旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)209,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:WXY5037X,406:WXY5037X:confirmed,406,WXY5037X,星羽兴旺,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)529,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:XMA6500,406:XMA6500:confirmed,406,XMA6500,小米,小米YU7,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,217,一、汽车生产企业,,,,,2200,2200.0,73.0,73.0,604,604.0,643/633,643.0,,,,,,,,,,,,,,,11.4,120.9,8.81,27.5,1,0,1,全数据,,纯电动汽车
406:YQZ6452,406:YQZ6452:confirmed,406,YQZ6452,起亚,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,47,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:YZ6510,406:YZ6510:confirmed,406,YZ6510,渝州,,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,102,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:YZZ5060X,406:YZZ5060X:confirmed,406,YZZ5060X,专致,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)118,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:ZB1038,406:ZB1038:confirmed,406,ZB1038,雷达,,纯电动,eidc,confirmed,high,纯电动多用途货车,passenger_vehicle,suv_mpv,in_scope,68,一、汽车生产企业,,,,,2030,2030.0,65.35,65.35,480,480.0,430,430.0,,,,,,,,,,,,,,,15.2,136.1,6.58,23.6,1,1,0,全数据,,纯电动商用车
406:ZDD5046X,406:ZDD5046X:confirmed,406,ZDD5046X,隆翠,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十一)45,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:ZDD5080X,406:ZDD5080X:confirmed,406,ZDD5080X,隆翠,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十一)45,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:ZHZ5142X,406:ZHZ5142X:confirmed,406,ZHZ5142X,中海州,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)470,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
406:ZN1030,406:ZN1030:confirmed,406,ZN1030,东风,,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途货车,passenger_vehicle,suv_mpv,in_scope,72,一、汽车生产企业,,,,,2320,2320.0,27.6,27.6,235±7,235.0,80,80.0,,,,,,,,,,,,,,,34.5,117.4,2.9,10.1,1,0,1,全数据,,插电式混合动力汽车
