vehicle_record_id,observation_id,batch_no,model_code,brand,common_name,energy_type,source,stage,record_quality,source_vehicle_type,vehicle_category,vehicle_subcategory,analysis_scope,catalog_no,source_section,length_mm,width_mm,height_mm,wheelbase_mm,curb_weight_kg,curb_weight_num,battery_capacity_kwh,battery_capacity_num,battery_mass_kg,battery_mass_num,ev_range_km,ev_range_num,battery_type,battery_chemistry,battery_chemistry_cn,motor_power_kw,motor_count,motor_total_peak_kw,single_multi_motor,cell_supplier,pack_supplier,cell_supplier_group,pack_supplier_group,vertical_integration_flag,range_extender,seat_count,approx_energy_consumption_kwh_100km,battery_energy_density_wh_kg,km_per_kwh,battery_mass_ratio_pct,variant_count,vehicle_tax_match_flag,purchase_tax_match_flag,metric_scope,source_detail,source_tax
402:SH6541,402:SH6541:confirmed,402,SH6541,大通,MILA 1,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,41,一、汽车生产企业,,,,,1960/2060/2130/2200,1960.0,62.1,62.1,456±13,456.0,430,430.0,,,,,,,,,,,,,,,14.4,136.2,6.92,23.3,1,0,1,全数据,,纯电动汽车
402:SH6554,402:SH6554:confirmed,402,SH6554,大通,EV90,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,41,一、汽车生产企业,,,,,2930/2730,2930.0,100.96,100.96,649.1,649.1,485,485.0,,,,,,,,,,,,,,,20.8,155.5,4.8,22.2,1,0,1,全数据,,纯电动汽车
402:SJQ5032X,402:SJQ5032X:confirmed,402,SJQ5032X,大衡辉,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(三)91,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SJQ5070X,402:SJQ5070X:confirmed,402,SJQ5070X,大衡辉,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(三)91,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SJQ5071X,402:SJQ5071X:confirmed,402,SJQ5071X,大衡辉,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(三)91,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SLT5042X,402:SLT5042X:confirmed,402,SLT5042X,金冠圣路,,纯电动,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)12,民用改装车生产企业,,,,,3055,3055.0,106.349,106.349,576±15,576.0,680,680.0,,,,,,,,,,,,,,,15.6,184.6,6.39,18.9,1,0,1,全数据,,纯电动汽车
402:SLT5044X,402:SLT5044X:confirmed,402,SLT5044X,金冠圣路,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)12,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SQH5040X,402:SQH5040X:confirmed,402,SQH5040X,勤宏,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十二)29,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SQR2030,402:SQR2030:confirmed,402,SQR2030,捷途,捷途纵横G700,插电式混合动力,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,3063/3094,3063.0,34.13,34.13,303,303.0,116,116.0,,,,,,,,,,,,,,,29.4,112.6,3.4,9.9,1,1,1,全数据,,插电式混合动力乘用车
402:SQR6450,402:SQR6450:confirmed,402,SQR6450,奇瑞,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SQR6470,402:SQR6470:confirmed,402,SQR6470,奇瑞,山海T1,插电式混合动力,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2005,2005.0,26.62,26.62,258.8,258.8,120,120.0,,,,,,,,,,,,,,,22.2,102.9,4.51,12.9,1,1,1,全数据,,插电式混合动力乘用车
402:SQR6471,402:SQR6471:confirmed,402,SQR6471,捷途,山海L7 C-DM,插电式混合动力,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,1835/1848/1858/1872,1835.0,18.3708,18.3708,165,165.0,100,100.0,,,,,,,,,,,,,,,18.4,111.3,5.44,9.0,1,1,1,全数据,,插电式混合动力乘用车
402:SQR6472,402:SQR6472:confirmed,402,SQR6472,奇瑞,风云T8L C-DM,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,1800,1800.0,19.527,19.527,193.5,193.5,101,101.0,,,,,,,,,,,,,,,19.3,100.9,5.17,10.8,1,1,1,全数据,,插电式混合动力乘用车
402:SQR6480,402:SQR6480:confirmed,402,SQR6480,捷途,山海L7 PLUS C-DM,插电式混合动力,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2002/2015/2058/2070/2095,2002.0,32.659,32.659,263,263.0,167,167.0,,,,,,,,,,,,,,,19.6,124.2,5.11,13.1,1,1,1,全数据,,插电式混合动力乘用车
402:SQR6481,402:SQR6481:confirmed,402,SQR6481,奇瑞,风云T9 C-DM,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2046/2102,2046.0,32.659,32.659,266,266.0,160,160.0,,,,,,,,,,,,,,,20.4,122.8,4.9,13.0,1,1,1,全数据,,插电式混合动力乘用车
402:SQR6490,402:SQR6490:confirmed,402,SQR6490,奇瑞,风云T9L,插电式混合动力,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,1940,1940.0,19.527,19.527,193.5,193.5,101,101.0,,,,,,,,,,,,,,,19.3,100.9,5.17,10.0,1,1,1,全数据,,插电式混合动力乘用车
402:SQR6491,402:SQR6491:confirmed,402,SQR6491,奇瑞,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SQR6521,402:SQR6521:confirmed,402,SQR6521,奇瑞,风云T11,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2452,2452.0,33.6798,33.6798,276,276.0,165,165.0,,,,,,,,,,,,,,,20.4,122.0,4.9,11.3,1,1,1,全数据,,插电式混合动力乘用车
402:SQR7151,402:SQR7151:confirmed,402,SQR7151,星途,STERRA ES,插电式混合动力,eidc,confirmed,high,插电式增程混合动力轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,,,,,2135,2135.0,39.816,39.816,320,320.0,240,240.0,,,,,,,,,,,,,,,16.6,124.4,6.03,15.0,1,1,1,全数据,,插电式混合动力乘用车
402:SQR7163,402:SQR7163:confirmed,402,SQR7163,奇瑞,,,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SQR7203,402:SQR7203:confirmed,402,SQR7203,奇瑞,,,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SQR7204,402:SQR7204:confirmed,402,SQR7204,奇瑞,,,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:SVW6501,402:SVW6501:confirmed,402,SVW6501,奥迪(AUDI),E7X,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,5,一、汽车生产企业,,,,,2526,2526.0,109.3,109.3,578,578.0,751/730,751.0,,,,,,,,,,,,,,,14.6,189.1,6.87,22.9,1,0,1,全数据,,纯电动汽车
402:SVW7152,402:SVW7152:confirmed,402,SVW7152,大众汽车(VOLKSWAGEN),PASSAT ePRO,插电式混合动力,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,5,一、汽车生产企业,,,,,1825,1825.0,22,22.0,163.5,163.5,125,125.0,,,,,,,,,,,,,,,17.6,134.6,5.68,9.0,1,0,1,全数据,,插电式混合动力汽车
402:SY6535,402:SY6535:confirmed,402,SY6535,金杯,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,33,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:WHJ6520,402:WHJ6520:confirmed,402,WHJ6520,凯翼,江豚E7,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,137,一、汽车生产企业,,,,,1730/1755,1730.0,50.386,50.386,382±11.4,382.0,368,368.0,,,,,,,,,,,,,,,13.7,131.9,7.3,22.1,1,0,1,全数据,,纯电动汽车
402:WHP5040X,402:WHP5040X:confirmed,402,WHP5040X,卫航,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)121,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:WHR5050X,402:WHR5050X:confirmed,402,WHR5050X,赛家,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)142,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:WSP5081X,402:WSP5081X:confirmed,402,WSP5081X,衞士,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(一)50,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:WWW5040X,402:WWW5040X:confirmed,402,WWW5040X,亿多星,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)209,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:WZH5040X,402:WZH5040X:confirmed,402,WZH5040X,旅美,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十二)56,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:XYT5031X,402:XYT5031X:confirmed,402,XYT5031X,新逾捷,,插电式混合动力,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十一)44,民用改装车生产企业,,,,,2895,2895.0,32.855,32.855,207±6,207.0,135,135.0,,,,,,,,,,,,,,,24.3,158.7,4.11,7.2,1,1,0,全数据,,插电式混合动力商用车
402:YZ6512,402:YZ6512:confirmed,402,YZ6512,渝州,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,102,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:YZ6552,402:YZ6552:confirmed,402,YZ6552,渝州,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,102,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:ZDD5100X,402:ZDD5100X:confirmed,402,ZDD5100X,隆翠,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十一)45,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:ZDD5120X,402:ZDD5120X:confirmed,402,ZDD5120X,隆翠,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十一)45,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:ZN1032,402:ZN1032:confirmed,402,ZN1032,日产(NISSAN),,,eidc,confirmed,high,多用途货车底盘,passenger_vehicle,suv_mpv,in_scope,72,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
402:ZN1037,402:ZN1037:confirmed,402,ZN1037,东风,,,eidc,confirmed,high,多用途货车底盘,passenger_vehicle,suv_mpv,in_scope,72,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
403:AHC7150,403:AHC7150:confirmed,403,AHC7150,昊铂,昊铂A800,插电式混合动力,eidc,confirmed,high,插电式增程混合动力轿车,passenger_vehicle,sedan,in_scope,216,一、汽车生产企业,,,,,2400,2400.0,35.027,35.027,269,269.0,163,163.0,,,,,,,,,,,,,,,21.5,130.2,4.65,11.2,1,0,1,全数据,,插电式混合动力汽车
403:BJ6496,403:BJ6496:confirmed,403,BJ6496,梅赛德斯-奔驰(Mercedes-Benz),GLC 350 L 4MATIC,纯电动,eidc,confirmed,high,纯电动运动型乘用车,passenger_vehicle,suv_mpv,in_scope,10,一、汽车生产企业,,,,,2515,2515.0,89,89.0,496,496.0,680/703,680.0,,,,,,,,,,,,,,,13.1,179.4,7.64,19.7,1,0,1,全数据,,纯电动汽车
403:BJ7001,403:BJ7001:confirmed,403,BJ7001,极狐(ARCFOX),αS5,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,45,一、汽车生产企业,,,,,1920,1920.0,79.2,79.2,470,470.0,770,770.0,,,,,,,,,,,,,,,10.3,168.5,9.72,24.5,1,0,1,全数据,,纯电动汽车
403:BJ7150,403:BJ7150:confirmed,403,BJ7150,极狐(ARCFOX),αS5,插电式混合动力,eidc,confirmed,high,插电式增程混合动力轿车,passenger_vehicle,sedan,in_scope,45,一、汽车生产企业,,,,,1880,1880.0,27.4,27.4,230,230.0,175,175.0,,,,,,,,,,,,,,,15.7,119.1,6.39,12.2,1,0,1,全数据,,插电式混合动力汽车
403:BYD6460,403:BYD6460:confirmed,403,BYD6460,比亚迪,比亚迪海狮05,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,,,,,1650,1650.0,18.317,18.317,162.5,162.5,102,102.0,,,,,,,,,,,,,,,18.0,112.7,5.57,9.8,1,0,1,全数据,,插电式混合动力汽车
403:BYD6480,403:BYD6480:confirmed,403,BYD6480,比亚迪,比亚迪海狮06,插电式混合动力,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,,,,,1930,1930.0,26.628,26.628,220,220.0,143,143.0,,,,,,,,,,,,,,,18.6,121.0,5.37,11.4,1,0,1,全数据,,插电式混合动力汽车
403:BYD7000,403:BYD7000:confirmed,403,BYD7000,比亚迪,比亚迪海豹06、比亚迪海豹06MAX,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,1795,1795.0,64.315,64.315,444.1,444.1,630(CLTC),630.0,,,,,,,,,,,,,,,10.2,144.8,9.8,24.7,1,0,1,全数据,,纯电动汽车
403:BYD7001,403:BYD7001:confirmed,403,BYD7001,比亚迪,比亚迪海鸥,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,1240,1240.0,40.077,40.077,290.4,290.4,410,410.0,,,,,,,,,,,,,,,9.8,138.0,10.23,23.4,1,0,1,全数据,,纯电动汽车
403:BYD7004,403:BYD7004:confirmed,403,BYD7004,比亚迪,比亚迪海豚,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,1445,1445.0,42.313,42.313,307.3,307.3,420,420.0,,,,,,,,,,,,,,,10.1,137.7,9.93,21.3,1,0,1,全数据,,纯电动汽车
403:CA1030,403:CA1030:confirmed,403,CA1030,解放,,纯电动,eidc,confirmed,high,纯电动多用途货车,passenger_vehicle,suv_mpv,in_scope,1,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
403:CA7159,403:CA7159:confirmed,403,CA7159,一汽,悦意08,插电式混合动力,eidc,confirmed,high,插电式增程混合动力轿车,passenger_vehicle,sedan,in_scope,1,一、汽车生产企业,,,,,1765,1765.0,27.8,27.8,214±6,214.0,178,178.0,,,,,,,,,,,,,,,15.6,129.9,6.4,12.1,1,0,1,全数据,,插电式混合动力汽车
403:CC6500,403:CC6500:confirmed,403,CC6500,魏,魏牌高山,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,,,,,2720,2720.0,37.96,37.96,248,248.0,150,150.0,,,,,,,,,,,,,,,25.3,153.1,3.95,9.1,1,0,1,全数据,,插电式混合动力汽车
403:CC6510,403:CC6510:confirmed,403,CC6510,魏,魏牌高山,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,,,,,2720,2720.0,37.96,37.96,248,248.0,150,150.0,,,,,,,,,,,,,,,25.3,153.1,3.95,9.1,1,0,1,全数据,,插电式混合动力汽车
403:CSA6531,403:CSA6531:confirmed,403,CSA6531,智己,LS9,插电式混合动力,eidc,confirmed,high,插电式增程混合动力运动型乘用车,passenger_vehicle,suv_mpv,in_scope,122,一、汽车生产企业,,,,,2695,2695.0,65.9,65.9,375,375.0,308,308.0,,,,,,,,,,,,,,,21.4,175.7,4.67,13.9,1,0,1,全数据,,插电式混合动力汽车
403:CSA7151,403:CSA7151:confirmed,403,CSA7151,荣威,,,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,122,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
403:FV6472,403:FV6472:confirmed,403,FV6472,大众,TAYRON L,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,2,一、汽车生产企业,,,,,1882,1882.0,22.0,22.0,163.1,163.1,113,113.0,,,,,,,,,,,,,,,19.5,134.9,5.14,8.7,1,0,1,全数据,,插电式混合动力汽车
403:FV7152,403:FV7152:confirmed,403,FV7152,大众,BORA,,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,2,一、汽车生产企业,,,,,1344,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,全数据,,节能乘用车
403:FV7157,403:FV7157:confirmed,403,FV7157,大众,MAGOTAN,插电式混合动力,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,2,一、汽车生产企业,,,,,1544/1583,1544.0,22.0,22.0,163.5,163.5,127,127.0,,,,,,,,,,,,,,,17.3,134.6,5.77,10.6,1,1,1,全数据,,节能乘用车
403:FZ6430,403:FZ6430:confirmed,403,FZ6430,零跑,A10,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,58,一、汽车生产企业,,,,,1460,1460.0,53,53.0,385±11.5,385.0,505（CLTC）,505.0,,,,,,,,,,,,,,,10.5,137.7,9.53,26.4,1,0,1,全数据,,纯电动汽车
403:FZ6530,403:FZ6530:confirmed,403,FZ6530,零跑,D19,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,58,一、汽车生产企业,,,,,2740/2770,2740.0,80.3,80.3,545±16.3,545.0,370,370.0,,,,,,,,,,,,,,,21.7,147.3,4.61,19.9,1,0,1,全数据,,插电式混合动力汽车
403:HQ7151,403:HQ7151:confirmed,403,HQ7151,吉利,银河星耀7,插电式混合动力,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,1860,1860.0,28.5,28.5,214,214.0,165,165.0,,,,,,,,,,,,,,,17.3,133.2,5.79,11.5,1,0,1,全数据,,插电式混合动力汽车
403:JL6501,403:JL6501:confirmed,403,JL6501,远程,,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
403:LZ1030,403:LZ1030:confirmed,403,LZ1030,东风,,,eidc,confirmed,high,多用途货车,passenger_vehicle,suv_mpv,in_scope,91,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
403:MR6511,403:MR6511:confirmed,403,MR6511,极氪,8X,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,2690/2660,2690.0,55.1,55.1,340±10,340.0,257,257.0,,,,,,,,,,,,,,,21.4,162.1,4.66,12.6,1,0,1,全数据,,插电式混合动力汽车
403:MR7151,403:MR7151:confirmed,403,MR7151,吉利,银河A7,插电式混合动力,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,1775,1775.0,28.3,28.3,220,220.0,175,175.0,,,,,,,,,,,,,,,16.2,128.6,6.18,12.4,1,0,1,全数据,,插电式混合动力汽车
403:NAL6543,403:NAL6543:confirmed,403,NAL6543,蔚来,ES9,纯电动,eidc,confirmed,high,换电式纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,214,一、汽车生产企业,,,,,2845/2870/2915,2845.0,102,102.0,545,545.0,620/600/580（CLTC）,620.0,,,,,,,,,,,,,,,16.5,187.2,6.08,19.2,1,0,1,全数据,,纯电动汽车
403:NEQ7000,403:NEQ7000:confirmed,403,NEQ7000,奇瑞,QQ3,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,174,一、汽车生产企业,,,,,1275,1275.0,29.484,29.484,242,242.0,310,310.0,,,,,,,,,,,,,,,9.5,121.8,10.51,19.0,1,0,1,全数据,,纯电动汽车
403:NJL6470,403:NJL6470:confirmed,403,NJL6470,创维,创维HTi,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,142,一、汽车生产企业,,,,,1920,1920.0,32.76,32.76,237,237.0,148,148.0,,,,,,,,,,,,,,,22.1,138.2,4.52,12.3,1,1,1,全数据,,插电式混合动力乘用车
403:QCJ6460,403:QCJ6460:confirmed,403,QCJ6460,方程豹,方程豹钛3,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,108,一、汽车生产企业,,,,,2150,2150.0,75.616,75.616,538.6,538.6,565,565.0,,,,,,,,,,,,,,,13.4,140.4,7.47,25.1,1,0,1,全数据,,纯电动汽车
403:QCJ6520,403:QCJ6520:confirmed,403,QCJ6520,领汇,领汇M9,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,,,,,2470,2470.0,26.178,26.178,229,229.0,118,118.0,,,,,,,,,,,,,,,22.2,114.3,4.51,9.3,1,0,1,全数据,,插电式混合动力汽车
403:QCJ7000,403:QCJ7000:confirmed,403,QCJ7000,腾势,腾势Z9,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,2540,2540.0,102.326,102.326,725.9,725.9,905(CLTC),905.0,,,,,,,,,,,,,,,11.3,141.0,8.84,28.6,1,0,1,全数据,,纯电动汽车
403:QCJ7008,403:QCJ7008:confirmed,403,QCJ7008,领汇,领汇e5,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,1595,1595.0,57.6,57.6,392.5,392.5,530(CLTC),530.0,,,,,,,,,,,,,,,10.9,146.8,9.2,24.6,1,0,1,全数据,,纯电动汽车
403:QCJ7009,403:QCJ7009:confirmed,403,QCJ7009,领汇,领汇e9,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,1890,1890.0,64.315,64.315,444.1,444.1,605,605.0,,,,,,,,,,,,,,,10.6,144.8,9.41,23.5,1,0,1,全数据,,纯电动汽车
403:QCJ7200,403:QCJ7200:confirmed,403,QCJ7200,腾势,腾势Z9 GT,插电式混合动力,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,2810,2810.0,63.820,63.82,475,475.0,301,301.0,,,,,,,,,,,,,,,21.2,134.4,4.72,16.9,1,0,1,全数据,,插电式混合动力汽车
403:SC7000,403:SC7000:confirmed,403,SC7000,阿维塔（AVATR）,12,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,96,一、汽车生产企业,,,,,2290/2310,2290.0,98.07,98.07,593,593.0,735,735.0,,,,,,,,,,,,,,,13.3,165.4,7.49,25.9,1,0,1,全数据,,纯电动汽车
403:SC7150,403:SC7150:confirmed,403,SC7150,阿维塔（AVATR）,UNI-V,插电式混合动力,eidc,confirmed,high,插电式增程混合动力轿车,passenger_vehicle,sedan,in_scope,96,一、汽车生产企业,,,,,1500,1500.0,52.01,52.01,370,370.0,261,261.0,,,,,,,,,,,,,,,19.9,140.6,5.02,24.7,1,1,1,全数据,,节能乘用车
403:SGM6481,403:SGM6481:confirmed,403,SGM6481,别克(BUICK),ELECTRA E7;ELECTRA X7,插电式混合动力,eidc,confirmed,high,插电式混合动力运动型乘用车,passenger_vehicle,suv_mpv,in_scope,6,一、汽车生产企业,,,,,1850,1850.0,19.7(1C）/20.4(1/3C),19.7,186,186.0,106,106.0,,,,,,,,,,,,,,,18.6,105.9,5.38,10.1,1,0,1,全数据,,插电式混合动力汽车
403:SQJ6460,403:SQJ6460:confirmed,403,SQJ6460,野马,S5,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,101,一、汽车生产企业,,,,,1800,1800.0,64.445,64.445,495,495.0,530（CLTC）,530.0,,,,,,,,,,,,,,,12.2,130.2,8.22,27.5,1,0,1,全数据,,纯电动汽车
403:SQR1030,403:SQR1030:confirmed,403,SQR1030,威麟,,,eidc,confirmed,high,多用途货车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
403:SQR6540,403:SQR6540:confirmed,403,SQR6540,智界,智界V9,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2870/2940,2870.0,53.352(1/3C)/51.975(1C),53.352,302,302.0,210,210.0,,,,,,,,,,,,,,,25.4,176.7,3.94,10.5,1,0,1,全数据,,插电式混合动力汽车
403:SVW6521,403:SVW6521:confirmed,403,SVW6521,大众汽车(VOLKSWAGEN),ID.ERA 9X,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,5,一、汽车生产企业,,,,,2600,2600.0,51.1,51.1,390,390.0,267,267.0,,,,,,,,,,,,,,,19.1,131.0,5.23,15.0,1,0,1,全数据,,插电式混合动力汽车
403:VWA6470,403:VWA6470:confirmed,403,VWA6470,大众汽车,,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,212,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
