标签类型,标签,2023_pct,2024_pct,2025_pct,2026_pct,大盘_pct,2023_tgi,2024_tgi,2025_tgi,2026_tgi,大盘_tgi,Δ2023→2024_pct,Δ2023→2024_tgi,Δ2024→2025_pct,Δ2024→2025_tgi,Δ2025→2026_pct,Δ2025→2026_tgi,Δ23→26_pct,Δ23→26_tgi,2023_大盘差_pct,2023_大盘差_tgi,2024_大盘差_pct,2024_大盘差_tgi,2025_大盘差_pct,2025_大盘差_tgi,2026_大盘差_pct,2026_大盘差_tgi
城市,阜阳,0.096,0.26,0.28,0.26,0.45,27.916659203774852,75.72548600591458,80.15197476013765,74.5259720850072,131.40587141933352,0.164,47.80882680213972,0.020000000000000018,4.426488754223072,-0.020000000000000018,-5.626002675130451,0.164,46.60931288123234,-0.354,-103.48921221555867,-0.19,-55.680385413418946,-0.16999999999999998,-51.253896659195874,-0.19,-56.879899334326325
城市,防城港,0.024,0.028,0.03,0.048,0.082,36.97914847351283,43.37642838686797,45.50204367934645,73.12524639719236,125.69313337511711,0.004,6.397279913355142,0.0019999999999999983,2.1256152924784786,0.018000000000000002,27.623202717845906,0.024,36.14609792367953,-0.058,-88.71398490160428,-0.054000000000000006,-82.31670498824914,-0.052000000000000005,-80.19108969577067,-0.034,-52.56788697792476
城市,阳江,0.12,0.056,0.079,0.057,0.17,84.95695908591516,39.86170156834012,55.753441929912384,40.32001053196938,120.3178860801597,-0.064,-45.095257517575035,0.023,15.89174036157226,-0.022,-15.433431397943004,-0.063,-44.63694855394578,-0.05000000000000002,-35.36092699424454,-0.11400000000000002,-80.45618451181957,-0.09100000000000001,-64.56444415024731,-0.11300000000000002,-79.99787554819031
城市,阳泉,0.0,0.063,0.044,0.038,0.086,,87.3175193689791,61.06428042536136,52.33863731354273,118.7974371088726,0.063,,-0.019000000000000003,-26.253238943617745,-0.005999999999999998,-8.725643111818627,0.038,,-0.086,,-0.022999999999999993,-31.479917739893494,-0.041999999999999996,-57.73315668351124,-0.047999999999999994,-66.45879979532987
城市,阿克苏,0.024,0.021,0.049,0.0095,0.2,17.819699079709924,15.676839507815227,36.54459154003815,7.047592709502028,150.88035720578998,-0.002999999999999999,-2.1428595718946966,0.028,20.86775203222292,-0.0395,-29.49699883053612,-0.0145,-10.772106370207897,-0.17600000000000002,-133.06065812608006,-0.17900000000000002,-135.20351769797475,-0.15100000000000002,-114.33576566575184,-0.1905,-143.83276449628795
城市,阿勒泰,0.072,0.021,0.03,0.048,0.063,177.61690294849734,52.08602137337762,72.85125455625925,117.07750925018576,154.16770828235786,-0.05099999999999999,-125.53088157511972,0.008999999999999998,20.76523318288163,0.018000000000000002,44.226254693926506,-0.023999999999999994,-60.539393698311585,0.008999999999999994,23.449194666139476,-0.041999999999999996,-102.08168690898025,-0.033,-81.31645372609862,-0.015,-37.09019903217211
城市,阿坝,0.048,0.099,0.074,0.11,0.088,74.86357002681613,153.67579383727565,115.14750791895412,177.64877441584918,137.29728151999146,0.051000000000000004,78.81222381045951,-0.02500000000000001,-38.52828591832153,0.036000000000000004,62.501266496895056,0.062,102.78520438903304,-0.039999999999999994,-62.43371149317532,0.01100000000000001,16.37851231728419,-0.013999999999999999,-22.14977360103734,0.022000000000000006,40.35149289585772
城市,阿拉善,0.012,0.021,0.0099,0.019,0.029,54.86212019080489,96.52964951232136,45.00443614508176,86.79066387261,132.96168540113092,0.009000000000000001,41.66752932151647,-0.0111,-51.525213367239594,0.009099999999999999,41.786227727528235,0.006999999999999999,31.92854368180511,-0.017,-78.09956521032603,-0.008,-36.432035888809565,-0.0191,-87.95724925604915,-0.010000000000000002,-46.171021528520924
城市,阿拉尔,0.012,0.0,0.0099,0.0095,0.024,67.20552256255581,,55.12996286407322,53.1588270634088,134.86655370394203,-0.012,,0.0099,,-0.00040000000000000105,-1.9711358006644204,-0.0025000000000000005,-14.046695499147013,-0.012,-67.66103114138622,-0.024,,-0.0141,-79.73659083986881,-0.0145,-81.70772664053322
城市,阿里,0.048,0.0,0.0049,0.019,0.02,380.6294705662128,,39.02969536051685,150.53685641854983,160.16834570690995,-0.048,,0.0049,,0.0141,111.50716105803298,-0.029,-230.09261414766294,0.028,220.46112485930283,-0.02,,-0.0151,-121.13865034639309,-0.0010000000000000009,-9.631489288360115
城市,陇南,0.024,0.014,0.015,0.048,0.13,24.926987582416437,14.619640208095916,15.336059976909109,49.29243057637126,131.37041465211175,-0.01,-10.307347374320521,0.0009999999999999992,0.7164197688131928,0.033,33.95637059946215,0.024,24.365442993954822,-0.10600000000000001,-106.4434270696953,-0.116,-116.75077444401583,-0.115,-116.03435467520264,-0.082,-82.07798407574049
城市,陵水,0.048,0.035,0.015,0.029,0.035,179.4825973857369,131.58283711170168,55.21236509663028,106.47656611596364,131.5461876420431,-0.012999999999999998,-47.89976027403523,-0.020000000000000004,-76.3704720150714,0.014000000000000002,51.264201019333356,-0.019,-73.00603126977327,0.012999999999999998,47.936409743693815,0.0,0.03664946965858462,-0.020000000000000004,-76.33382254541281,-0.006000000000000002,-25.06962152607946
城市,随州,0.024,0.042,0.12,0.13,0.11,27.977785485605583,49.22678557926139,137.70424358248914,154.91083804957572,126.77935755996938,0.018000000000000002,21.249000093655805,0.07799999999999999,88.47745800322775,0.010000000000000009,17.206594467086575,0.10600000000000001,126.93305256397014,-0.086,-98.8015720743638,-0.068,-77.552571980708,0.009999999999999995,10.924886022519757,0.020000000000000004,28.131480489606332
城市,雅安,0.048,0.07,0.054,0.067,0.1,59.88067592915844,87.79981281406619,67.541722127356,82.88866979780734,124.3095127839367,0.022000000000000006,27.919136884907743,-0.016000000000000007,-20.25809068671019,0.013000000000000005,15.346947670451343,0.019000000000000003,23.007993868648896,-0.052000000000000005,-64.42883685477825,-0.03,-36.50969996987051,-0.046000000000000006,-56.7677906565807,-0.033,-41.42084298612936
城市,青岛,1.37,1.37,1.23,1.46,0.91,183.6832864157233,184.27494423715635,165.21806836946217,194.99642444761537,122.53165967691368,0.0,0.5916578214330457,-0.14000000000000012,-19.056875867694174,0.22999999999999998,29.778356078153195,0.08999999999999986,11.313138031892066,0.4600000000000001,61.151626738809625,0.4600000000000001,61.74328456024267,0.31999999999999995,42.6864086925485,0.5499999999999999,72.46476477070169
城市,鞍山,0.072,0.042,0.064,0.067,0.17,42.79860968525354,25.101319320530596,38.0342191930913,39.49543288615175,102.5712900727494,-0.029999999999999992,-17.697290364722942,0.022,12.932899872560707,0.0030000000000000027,1.4612136930604436,-0.0049999999999999906,-3.3031767991017915,-0.09800000000000002,-59.77268038749587,-0.128,-77.46997075221881,-0.10600000000000001,-64.5370708796581,-0.10300000000000001,-63.07585718659766
城市,韶关,0.036,0.092,0.039,0.067,0.17,24.78975679903082,63.00300310586323,27.114009278386735,45.75298978730577,119.40272606675796,0.056,38.21324630683241,-0.053,-35.8889938274765,0.028000000000000004,18.638980508919037,0.031000000000000007,20.963232988274953,-0.134,-94.61296926772715,-0.07800000000000001,-56.399722960894735,-0.131,-92.28871678837123,-0.10300000000000001,-73.64973627945218
城市,香港,0.0,0.0,0.0,0.0,0.0068,,,,,115.54649108016706,0.0,,0.0,,0.0,,0.0,,-0.0068,,-0.0068,,-0.0068,,-0.0068,
城市,马鞍山,0.096,0.16,0.17,0.076,0.15,79.37361891874066,133.83845608953789,142.43180599076285,62.78365706584253,124.5163970177804,0.064,54.464837170797225,0.010000000000000009,8.593349901224968,-0.09400000000000001,-79.64814892492032,-0.020000000000000004,-16.589961852898128,-0.05399999999999999,-45.142778099039745,0.010000000000000009,9.32205907175748,0.020000000000000018,17.915408972982448,-0.074,-61.73273995193787
城市,驻马店,0.11,0.11,0.094,0.086,0.41,33.59182335301622,35.024983422754914,29.08689822247664,26.57076175109583,128.07737320210157,0.0,1.4331600697386975,-0.016,-5.938085200278273,-0.008000000000000007,-2.516136471380811,-0.024000000000000007,-7.021061601920387,-0.3,-94.48554984908534,-0.3,-93.05238977934665,-0.31599999999999995,-98.99047497962493,-0.32399999999999995,-101.50661145100574
城市,鸡西,0.012,0.007,0.02,0.038,0.071,18.36312137607549,10.76994268674458,30.12723243359038,58.10010584570977,108.36566423484122,-0.005,-7.593178689330911,0.013000000000000001,19.3572897468458,0.018,27.97287341211939,0.026,39.73698446963428,-0.059,-90.00254285876574,-0.06399999999999999,-97.59572154809663,-0.05099999999999999,-78.23843180125084,-0.032999999999999995,-50.26555838913145
城市,鹤壁,0.0,0.049,0.035,0.029,0.11,,56.83738916592927,39.74842959071434,32.85192896747166,128.82209633188907,0.049,,-0.013999999999999999,-17.08895957521493,-0.006000000000000002,-6.89650062324268,0.029,,-0.11,,-0.061,-71.9847071659598,-0.075,-89.07366674117473,-0.081,-95.97016736441742
城市,鹤岗,0.0,0.007,0.015,0.019,0.041,,18.013302737364413,37.792050588147994,48.587760683248035,105.14824126997966,0.007,,0.008,19.77874785078358,0.004,10.795710095100041,0.019,,-0.041,,-0.034,-87.13493853261525,-0.026000000000000002,-67.35619068183166,-0.022000000000000002,-56.56048058673163
城市,鹰潭,0.024,0.099,0.039,0.1,0.075,39.65278402084323,162.79408155604574,65.05585931547195,172.50703132492657,123.6329333038755,0.07500000000000001,123.14129753520251,-0.060000000000000005,-97.73822224057379,0.061000000000000006,107.45117200945462,0.07600000000000001,132.85424730408334,-0.051,-83.98014928303228,0.024000000000000007,39.161148252170236,-0.036,-58.577073988403555,0.02500000000000001,48.87409802105107
城市,黄冈,0.13,0.11,0.22,0.1,0.33,49.65611470625395,42.361069903906134,83.31924120804281,39.27743902078154,123.68339844283425,-0.020000000000000004,-7.295044802347817,0.11,40.95817130413668,-0.12,-44.04180218726127,-0.03,-10.378675685472409,-0.2,-74.0272837365803,-0.22000000000000003,-81.3223285389281,-0.11000000000000001,-40.364157234791435,-0.23,-84.4059594220527
城市,黄南,0.0,0.0,0.0,0.0,0.013,,,,,106.53343539387843,0.0,,0.0,,0.0,,0.0,,-0.013,,-0.013,,-0.013,,-0.013,
城市,黄山,0.036,0.063,0.064,0.067,0.095,47.35396574110009,83.31908610365726,84.1649355390021,87.39841735864407,124.5500949668235,0.027000000000000003,35.965120362557165,0.0010000000000000009,0.8458494353448458,0.0030000000000000027,3.233481819641966,0.031000000000000007,40.04445161754398,-0.059000000000000004,-77.19612922572341,-0.032,-41.23100886316624,-0.031,-40.38515942782139,-0.027999999999999997,-37.151677608179426
城市,黄石,0.036,0.056,0.094,0.12,0.14,29.910441999886885,46.77980966695182,77.69765634010007,102.52159539601038,119.45785416887078,0.020000000000000004,16.869367667064935,0.038,30.917846673148247,0.025999999999999995,24.823939055910316,0.08399999999999999,72.6111533961235,-0.10400000000000001,-89.5474121689839,-0.08400000000000002,-72.67804450191896,-0.04600000000000001,-41.760197828770714,-0.020000000000000018,-16.9362587728604
城市,黑河,0.012,0.014,0.02,0.019,0.059,21.811446695726296,25.584760457337943,35.78468555847722,34.505227507802566,106.91635310683036,0.002,3.7733137616116466,0.006,10.199925101139279,-0.0010000000000000009,-1.2794580506746556,0.006999999999999999,12.69378081207627,-0.047,-85.10490641110405,-0.045,-81.33159264949242,-0.03899999999999999,-71.13166754835314,-0.039999999999999994,-72.4111255990278
城市,黔东南,0.13,0.07,0.089,0.086,0.24,70.73021680772578,37.71196755216974,47.47200242920213,45.77467200022756,129.75197789707948,-0.06,-33.01824925555604,0.01899999999999999,9.760034877032389,-0.0030000000000000027,-1.697330428974567,-0.04400000000000001,-24.95554480749822,-0.10999999999999999,-59.0217610893537,-0.16999999999999998,-92.04001034490975,-0.151,-82.27997546787736,-0.154,-83.97730589685193
城市,黔南,0.11,0.15,0.094,0.13,0.24,59.15165600266128,80.9488307841613,51.21895824942979,72.78181158807749,131.92366677837015,0.039999999999999994,21.797174781500026,-0.055999999999999994,-29.729872534731513,0.036000000000000004,21.5628533386477,0.020000000000000004,13.630155585416212,-0.13,-72.77201077570888,-0.09,-50.974835994208846,-0.146,-80.70470852894036,-0.10999999999999999,-59.14185519029266
城市,黔西南,0.11,0.16,0.069,0.14,0.2,71.71372289278742,107.48663887912116,45.75520830930121,94.54127299787608,134.60085115477446,0.05,35.77291598633374,-0.091,-61.73143056981995,0.07100000000000001,48.78606468857487,0.030000000000000013,22.827550105088662,-0.09000000000000001,-62.887128261987044,-0.04000000000000001,-27.1142122756533,-0.131,-88.84564284547325,-0.06,-40.05957815689838
城市,齐齐哈尔,0.024,0.042,0.025,0.029,0.15,16.327253209038016,28.72772733328521,16.741943756347204,19.372015795692608,102.51523209170416,0.018000000000000002,12.400474124247193,-0.017,-11.985783576938005,0.004,2.6300720393454036,0.005000000000000001,3.044762586654592,-0.126,-86.18797888266614,-0.10799999999999998,-73.78750475841895,-0.125,-85.77328833535697,-0.121,-83.14321629601156
城市,龙岩,0.084,0.056,0.094,0.067,0.17,59.59470069089403,39.94537266793499,66.34618353573721,47.13875091104368,117.7909538951798,-0.028000000000000004,-19.64932802295904,0.038,26.40081086780222,-0.026999999999999996,-19.20743262469353,-0.017,-12.45594977985035,-0.08600000000000001,-58.19625320428577,-0.11400000000000002,-77.84558122724481,-0.07600000000000001,-51.444770359442586,-0.10300000000000001,-70.65220298413612
城市等级,一线城市,23.23,15.14,15.08,12.93,7.77,360.71669070344547,235.2131196236057,234.1216887384296,200.74982612499085,120.5941139609495,-8.09,-125.50357107983976,-0.0600000000000005,-1.091430885176095,-2.1500000000000004,-33.371862613438765,-10.3,-159.96686457845462,15.46,240.12257674249597,7.370000000000001,114.6190056626562,7.3100000000000005,113.52757477748011,5.16,80.15571216404135
城市等级,三线城市,13.56,18.89,18.36,18.86,22.98,72.71383334951969,101.31879052703374,98.3961800459298,101.10086236309984,123.01374145918916,5.33,28.604957177514052,-0.5300000000000011,-2.922610481103945,0.5,2.7046823171700396,5.299999999999999,28.387029013580147,-9.42,-50.299908109669474,-4.09,-21.69495093215542,-4.620000000000001,-24.617561413259367,-4.120000000000001,-21.912879096089327
城市等级,二线城市,23.32,22.54,21.74,22.7,17.74,158.5504756919614,153.32932436642204,147.74257087176863,154.31286670587585,120.44399938970956,-0.7800000000000011,-5.221151325539353,-0.8000000000000007,-5.586753494653408,0.9600000000000009,6.570295834107213,-0.620000000000001,-4.237608986085547,5.580000000000002,38.106476302251835,4.800000000000001,32.88532497671248,4.0,27.298571482059074,4.960000000000001,33.86886731616629
城市等级,五线城市,4.65,5.68,5.54,6.76,13.23,43.416735747756874,53.110314282781225,51.71195826346633,63.1538925521807,123.38358183524754,1.0299999999999994,9.69357853502435,-0.13999999999999968,-1.398356019314896,1.2199999999999998,11.441934288714371,2.1099999999999994,19.737156804423826,-8.58,-79.96684608749067,-7.550000000000001,-70.27326755246631,-7.69,-71.67162357178121,-6.470000000000001,-60.22968928306684
城市等级,四线城市,8.46,11.74,12.95,13.82,20.52,50.95881188304394,70.83281915620553,77.99148116877363,83.26451834243296,123.52499669867515,3.2799999999999994,19.874007273161588,1.209999999999999,7.158662012568101,0.870000000000001,5.273037173659333,5.359999999999999,32.30570645938902,-12.059999999999999,-72.5661848156312,-8.78,-52.69217754246962,-7.57,-45.53351552990152,-6.699999999999999,-40.26047835624219
城市等级,新一线城市,26.78,26.01,26.33,24.93,17.75,182.80579907634228,177.67663263316012,179.65325230556132,170.16442948350712,121.01136132648712,-0.7699999999999996,-5.129166443182157,0.31999999999999673,1.976619672401199,-1.3999999999999986,-9.488822822054203,-1.8500000000000014,-12.641369592835161,9.030000000000001,61.79443774985516,8.260000000000002,56.665271306673006,8.579999999999998,58.641890979074205,7.18,49.15306815702
城市等级,港澳台城市,0.0,0.0,0.0,0.0,0.0083,,,,,116.188046854627,0.0,,0.0,,0.0,,0.0,,-0.0083,,-0.0083,,-0.0083,,-0.0083,
头条活跃用户,低活跃_月活,56.12,62.68,63.19,62.45,47.16,120.60126946633795,93.64794465875464,102.8844919424823,91.47960607633074,69.54523449490524,6.560000000000002,-26.953324807583314,0.509999999999998,9.23654728372766,-0.7399999999999949,-11.40488586615156,6.330000000000005,-29.121663390007214,8.96,51.05603497143271,15.520000000000003,24.102710163849395,16.03,33.339257447577054,15.290000000000006,21.934371581425495
头条活跃用户,高活跃_月活,43.88,37.32,36.81,37.55,52.84,244.3416161013158,144.49360393062577,155.311807742931,142.55109585851545,201.8920765168132,-6.560000000000002,-99.84801217069003,-0.509999999999998,10.818203812305228,0.7399999999999949,-12.760711884415542,-6.330000000000005,-101.79052024280034,-8.96,42.44953958450259,-15.520000000000003,-57.39847258618744,-16.03,-46.58026877388221,-15.290000000000006,-59.34098065829775
头条用户阅读兴趣分类,两性,31.49,32.95,31.46,31.22,32.77,130.0215849741648,121.32251014046749,115.83162173563132,115.0918678688567,138.68999963865406,1.4600000000000044,-8.69907483369731,-1.490000000000002,-5.49088840483617,-0.240000000000002,-0.7397538667746204,-0.2699999999999996,-14.9297171053081,-1.2800000000000047,-8.668414664489262,0.17999999999999972,-17.367489498186572,-1.3100000000000023,-22.858377903022742,-1.5500000000000043,-23.598131769797362
头条用户阅读兴趣分类,传媒,12.22,12.9,12.79,12.49,15.79,117.106323200666,110.24350623709896,109.30069919689376,106.84006489402184,155.11230137264812,0.6799999999999997,-6.862816963567042,-0.11000000000000121,-0.9428070402051958,-0.29999999999999893,-2.4606343028719238,0.2699999999999996,-10.266258306644161,-3.5699999999999985,-38.00597817198212,-2.889999999999999,-44.86879513554916,-3.0,-45.81160217575436,-3.299999999999999,-48.27223647862628
头条用户阅读兴趣分类,体育,27.95,22.69,22.98,24.36,20.55,224.97036131861904,162.9231120899567,164.946445554017,175.0753625978384,169.50726995922625,-5.259999999999998,-62.04724922866234,0.28999999999999915,2.0233334640603005,1.379999999999999,10.128917043821389,-3.59,-49.89499872078065,7.399999999999999,55.46309135939279,2.1400000000000006,-6.584157869269546,2.4299999999999997,-4.560824405209246,3.8099999999999987,5.568092638612143
头条用户阅读兴趣分类,健康,27.5,27.83,27.1,27.5,36.88,123.96924325758096,111.9075432316693,108.94902619992448,110.6870249964606,170.42547126591464,0.3299999999999983,-12.061700025911662,-0.7299999999999969,-2.958517031744819,0.3999999999999986,1.737998796536118,0.0,-13.282218261120363,-9.380000000000003,-46.45622800833368,-9.050000000000004,-58.517928034245344,-9.780000000000001,-61.47644506599016,-9.380000000000003,-59.738446269454045
头条用户阅读兴趣分类,军事,25.42,20.89,21.74,21.16,24.69,165.52893003552063,121.35308133148872,126.2332297113728,123.06135492626628,164.84952747106425,-4.530000000000001,-44.17584870403191,0.8499999999999979,4.880148379884076,-0.5799999999999983,-3.1718747851065245,-4.260000000000002,-42.467575109254355,0.7300000000000004,0.6794025644563817,-3.8000000000000007,-43.496446139575525,-2.950000000000003,-38.61629775969145,-3.530000000000001,-41.78817254479797
头条用户阅读兴趣分类,历史,27.47,29.22,28.78,28.58,28.5,126.28580953340864,119.85466049718092,118.00097551391468,117.31788109459276,134.34382687925597,1.75,-6.431149036227723,-0.4399999999999977,-1.853684983266234,-0.20000000000000284,-0.6830944193219182,1.1099999999999994,-8.967928438815875,-1.0300000000000011,-8.058017345847333,0.7199999999999989,-14.489166382075055,0.28000000000000114,-16.34285136534129,0.0799999999999983,-17.025945784663207
头条用户阅读兴趣分类,国际,44.06,37.31,36.86,36.45,38.31,186.33140133416805,140.715963146621,138.99941564487912,137.63003041275547,166.06414332514046,-6.75,-45.615438187547056,-0.45000000000000284,-1.7165475017418714,-0.4099999999999966,-1.3693852321236477,-7.609999999999999,-48.701370921412575,5.75,20.267258009027586,-1.0,-25.34818017851947,-1.4500000000000028,-27.064727680261342,-1.8599999999999994,-28.43411291238499
头条用户阅读兴趣分类,娱乐,67.67,65.34,64.06,63.12,61.34,155.71051799448253,134.1042763947805,131.43514671163297,129.6742946015442,144.68089940501096,-2.3299999999999983,-21.60624159970203,-1.2800000000000011,-2.6691296831475313,-0.9400000000000048,-1.7608521100887629,-4.550000000000004,-26.036223392938325,6.329999999999998,11.029618589471568,4.0,-10.576623010230463,2.719999999999999,-13.245752693377995,1.779999999999994,-15.006604803466757
头条用户阅读兴趣分类,房产,20.94,17.33,17.43,15.26,15.44,228.27037145001933,168.51590482993475,169.39856455706212,148.5197937018019,172.5702938857935,-3.610000000000003,-59.75446662008457,0.10000000000000142,0.8826597271273613,-2.17,-20.87877085526023,-5.6800000000000015,-79.75057774821744,5.500000000000002,55.700077564225836,1.8899999999999988,-4.054389055858735,1.9900000000000002,-3.1717293287313737,-0.17999999999999972,-24.050500183991602
头条用户阅读兴趣分类,教育,22.26,21.87,23.51,22.45,25.34,136.14198098153864,119.33461397181608,128.23146031269064,122.63863941763786,158.87138658681664,-0.39000000000000057,-16.807367009722554,1.6400000000000006,8.89684634087456,-1.0600000000000023,-5.592820895052782,0.18999999999999773,-13.503341563900776,-3.0799999999999983,-22.729405605278004,-3.469999999999999,-39.53677261500056,-1.8299999999999983,-30.639926274125997,-2.8900000000000006,-36.23274716917878
头条用户阅读兴趣分类,文化,14.62,16.71,15.88,17.29,17.72,100.13623047812084,102.11442857018724,96.97242792877854,105.7342979409858,124.45276887932238,2.0900000000000016,1.9781980920664068,-0.8300000000000001,-5.1420006414087,1.4099999999999984,8.761870012207254,2.67,5.598067462864961,-3.0999999999999996,-24.31653840120154,-1.009999999999998,-22.338340309135134,-1.839999999999998,-27.480340950543834,-0.4299999999999997,-18.71847093833658
头条用户阅读兴趣分类,旅游,14.72,13.7,13.83,13.93,14.35,161.5494234095214,134.0780525901585,135.33501943996242,136.52374254925772,161.36421030179864,-1.0200000000000014,-27.471370819362903,0.13000000000000078,1.2569668498039164,0.09999999999999964,1.188723109295296,-0.7900000000000009,-25.02568086026369,0.370000000000001,0.18521310772277388,-0.6500000000000004,-27.28615771164013,-0.5199999999999996,-26.029190861836213,-0.41999999999999993,-24.840467752540917
头条用户阅读兴趣分类,时尚,14.9,16.28,14.31,15.01,16.5,158.35906990427196,154.36259373202296,135.65830978760377,142.48721552001643,179.85294284919826,1.3800000000000008,-3.996476172249004,-1.9700000000000006,-18.70428394441919,0.6999999999999993,6.8289057324126645,0.10999999999999943,-15.871854384255528,-1.5999999999999996,-21.493872944926295,-0.21999999999999886,-25.4903491171753,-2.1899999999999995,-44.19463306159449,-1.4900000000000002,-37.36572732918182
头条用户阅读兴趣分类,时政,28.23,25.27,25.41,26.91,29.0,154.3549389773561,123.26633768393584,123.89475077060337,131.40396360174103,162.51985748891892,-2.960000000000001,-31.08860129342027,0.14000000000000057,0.6284130866675213,1.5,7.50921283113766,-1.3200000000000003,-22.950975375615087,-0.7699999999999996,-8.164918511562803,-3.7300000000000004,-39.25351980498307,-3.59,-38.62510671831555,-2.09,-31.11589388717789
头条用户阅读兴趣分类,汽车,46.04,37.37,41.02,38.57,28.11,286.8244369156718,207.6768999601254,227.83497154749935,214.5559632251246,179.51180395239822,-8.670000000000002,-79.1475369555464,3.6500000000000057,20.15807158737394,-2.450000000000003,-13.27900832237475,-7.469999999999999,-72.26847369054721,17.93,107.31263296327359,9.259999999999998,28.165096007727186,12.910000000000004,48.323167595101125,10.46,35.044159272726375
头条用户阅读兴趣分类,社会,62.5,57.28,58.95,58.72,62.87,157.77613983012975,128.9841570928279,132.69837615293815,132.3564703796163,162.6893305828311,-5.219999999999999,-28.79198273730185,1.6700000000000017,3.7142190601102527,-0.23000000000000398,-0.3419057733218551,-3.780000000000001,-25.419669450513453,-0.36999999999999744,-4.913190752701354,-5.589999999999996,-33.705173490003205,-3.9199999999999946,-29.990954429892952,-4.149999999999999,-30.332860203214807
头条用户阅读兴趣分类,科技,27.19,24.16,23.86,23.22,17.77,226.65401330556483,179.61979913701998,177.38013894848592,172.86976054137972,151.8271984523401,-3.030000000000001,-47.03421416854485,-0.3000000000000007,-2.23966018853406,-0.6400000000000006,-4.510378407106202,-3.9700000000000024,-53.78425276418511,9.420000000000002,74.82681485322473,6.390000000000001,27.792600684679883,6.09,25.552940496145823,5.449999999999999,21.04256208903962
头条用户阅读兴趣分类,美食,14.97,16.42,16.05,16.33,20.55,116.77097538001615,114.2492651639658,111.68026643774364,113.79484437242972,164.3650246293496,1.450000000000001,-2.5217102160503515,-0.370000000000001,-2.568998726222162,0.2799999999999976,2.114577934686082,1.3599999999999977,-2.9761310075864316,-5.58,-47.59404924933344,-4.129999999999999,-50.11575946538379,-4.5,-52.68475819160595,-4.220000000000002,-50.57018025691987
头条用户阅读兴趣分类,育儿,12.88,15.3,14.45,14.58,18.73,117.81036299310186,124.78180817247213,117.87206870422835,119.05793718174284,175.5599547657453,2.42,6.971445179370264,-0.8500000000000014,-6.909739468243771,0.13000000000000078,1.1858684775144894,1.6999999999999993,1.2475741886409821,-5.85,-57.74959177264343,-3.4299999999999997,-50.77814659327316,-4.280000000000001,-57.687886061516934,-4.15,-56.502017584002445
头条用户阅读兴趣分类,财经,40.49,32.12,32.84,32.3,28.48,226.4538386176294,160.2662669696959,163.7785374927958,161.3024124915783,163.2689042023523,-8.370000000000005,-66.18757164793351,0.720000000000006,3.5122705230999145,-0.5400000000000063,-2.476125001217497,-8.190000000000005,-65.15142612605109,12.010000000000002,63.1849344152771,3.639999999999997,-3.0026372326564115,4.360000000000003,0.509633290443503,3.8199999999999967,-1.9664917107739939
手机价格,0~999,0.99,0.94,0.99,1.03,3.58,40.28340853524423,38.210205632657015,40.18464721731329,42.09159635665179,145.73952888025065,-0.050000000000000044,-2.0732029025872123,0.050000000000000044,1.974441584656276,0.040000000000000036,1.9069491393385007,0.040000000000000036,1.8081878214075644,-2.59,-105.45612034500641,-2.64,-107.52932324759362,-2.59,-105.55488166293736,-2.55,-103.64793252359885
手机价格,10000及以上,6.54,4.45,4.43,4.81,1.35,649.3420591390785,441.9427525042641,440.2457863844679,478.16712841307447,134.0954035117029,-2.09,-207.39930663481442,-0.020000000000000462,-1.6969661197961727,0.3799999999999999,37.921342028606546,-1.7300000000000004,-171.17493072600405,5.1899999999999995,515.2466556273756,3.1,307.8473489925612,3.0799999999999996,306.150382872765,3.4599999999999995,344.07172490137157
手机价格,1000~1999,8.3,10.05,10.07,10.06,35.15,30.237149564424616,36.58785487448499,36.65981365049475,36.66609525010153,127.69408671800394,1.75,6.350705310060373,0.019999999999999574,0.0719587760097582,-0.009999999999999787,0.006281599606779764,1.7599999999999998,6.428945685676911,-26.849999999999998,-97.45693715357933,-25.099999999999998,-91.10623184351896,-25.08,-91.03427306750919,-25.089999999999996,-91.02799146790241
手机价格,2000~2999,14.19,16.89,17.29,17.1,28.17,64.461089402509,76.7169699139894,78.50026743606283,77.75233591211088,127.62941765474834,2.700000000000001,12.255880511480399,0.3999999999999986,1.7832975220734255,-0.18999999999999773,-0.747931523951948,2.910000000000002,13.291246509601876,-13.980000000000002,-63.168328252239334,-11.280000000000001,-50.912447740758935,-10.880000000000003,-49.12915021868551,-11.07,-49.87708174263746
手机价格,3000~3999,11.35,12.62,12.96,12.89,14.7,105.13744958373564,116.90130351595944,120.01289487956196,119.51826983824334,135.84772317343277,1.2699999999999996,11.763853932223796,0.34000000000000163,3.111591363602514,-0.07000000000000028,-0.4946250413186135,1.540000000000001,14.380820254507697,-3.3499999999999996,-30.710273589697124,-2.08,-18.946419657473328,-1.7399999999999984,-15.834828293870814,-1.8099999999999987,-16.329453335189427
手机价格,4000~4999,9.73,9.6,9.75,9.12,7.49,176.82904614666043,174.40949158292705,177.0485634852267,165.9858700901287,135.80932526511512,-0.13000000000000078,-2.419554563733385,0.15000000000000036,2.639071902299662,-0.6300000000000008,-11.062693395097995,-0.6100000000000012,-10.843176056531718,2.24,41.01972088154531,2.1099999999999994,38.600166317811926,2.26,41.23923822011159,1.629999999999999,30.176544825013593
