generation,family,start,end,finish,rhythm_days,total_end,full_window_obs,presale_lock,launch_burst,benefit,steady,rhythm_lock,total_lock,presale_pool,share_rhythm,prev_baseline_daily,brand_baseline_daily,increment_prev,increment_brand,increment_median,share_median,share_prev,share_brand,pool_locked,pool_delivered,conv_rate,direct_lock
CM0,LS6,2023-08-25,2023-10-12,2023-11-12,79,2024-04-11,True,4,5420,8000,12579,13424,26003,24742,0.5162481252163212,0.0,31.15,,10963.15,10963.15,0.4216109679652348,,0.4216109679652348,8836,7790,0.3571255355266349,13934
DM0,L6,2024-04-08,2024-05-13,2024-06-15,68,2024-11-11,True,4,2449,3861,11786,6314,18100,16187,0.3488397790055249,0.0,72.09444444444445,,1411.5777777777776,1411.5777777777776,0.07798772252915898,,0.07798772252915898,2530,2152,0.15629826403904368,14754
CM1,LS6,2024-08-30,2024-09-26,2024-10-08,39,2025-03-27,True,5,4792,2399,17674,7196,24870,22778,0.2893445918777644,98.82777777777778,74.16111111111111,3341.7166666666662,4303.716666666667,4303.716666666667,0.17304851896528617,0.13436737702720813,0.17304851896528617,5798,4908,0.2545438581087014,17943
DM1,L6,2025-04-18,2025-05-13,2025-06-15,58,2025-11-11,True,3,2980,2232,9346,5215,14561,14432,0.35814847881326833,216.45,135.0388888888889,-7339.0999999999985,-2617.2555555555555,-2617.2555555555555,-0.17974421781165822,-0.5040244488702698,-0.17974421781165822,4423,3730,0.30647172949002216,8248
CM2,LS6,2025-08-15,2025-09-10,2025-10-16,62,2026-03-11,True,8,11287,13658,15257,24953,40210,44182,0.620567023128575,168.62222222222223,84.9,14498.422222222222,19689.2,19689.2,0.48965928873414577,0.3605675757826964,0.48965928873414577,16387,12529,0.3708976506269522,18425
LS9,LS9,2025-11-04,2025-11-12,2025-12-04,30,2026-05-13,True,7,4127,3563,9544,7697,17241,8301,0.44643582158807493,0.0,72.61666666666666,,5518.5,5518.5,0.32008004176091875,,0.32008004176091875,2798,1945,0.3370678231538369,13913
LS8,LS8,2026-03-26,2026-04-16,2026-05-31,66,2026-08-31,False,11,3996,3099,3233,7106,10339,17501,0.6873005126221104,0.0,124.47777777777777,,-1109.5333333333328,-1109.5333333333328,-0.10731534319889088,,-0.10731534319889088,4278,3274,0.24444317467573282,5530
