brand,model,target_market,first_active,tail_monthly_sales,top10_status,sustained_months,ramp,nev_penetration,market_regime,ces,vacuum_crowded,shock_state
广汽传祺,M8,10-15万 MPV 其他能源,2026-01,0.0,False,0,0.0,34.33229898198051,substitution,,vacuum,SHOCK_NONE
北京越野,BJ40,10-15万 SUV 其他能源,2026-04,609.2857142857143,False,0,0.8145530939648588,49.90052863352552,substitution,0.2350948206403651,vacuum,SHOCK_NONE
马自达,CX-50行也,10-15万 SUV 其他能源,2026-03,327.3333333333333,False,0,0.9220657276995304,49.90052863352552,substitution,0.2350948206403651,vacuum,SHOCK_NONE
MG,MG 4X,10-15万 SUV 新能源,2026-06,3151.0,False,2,1.0,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
创维汽车,EV6,10-15万 SUV 新能源,2026-06,95.5,False,0,1.0,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
吉利,博越,10-15万 SUV 新能源,2026-04,198.0,False,0,0.6527472527472528,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
吉利银河,银河M7,10-15万 SUV 新能源,2026-04,5239.333333333333,True,3,1.3027766266058847,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_CANDIDATE
埃安,AION N60,10-15万 SUV 新能源,2026-04,4124.333333333333,False,3,1.2860409520839828,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
大众,与众06,10-15万 SUV 新能源,2026-01,475.6666666666667,False,0,2.7762645914396886,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
捷途,山海T1,10-15万 SUV 新能源,2026-01,393.6666666666667,False,0,1.0834862385321102,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
星途,星途瑶光,10-15万 SUV 新能源,2026-01,62.166666666666664,False,0,0.6613475177304964,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
本田,S7,10-15万 SUV 新能源,2026-02,179.83333333333334,False,0,9.80909090909091,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
本田,皓影,10-15万 SUV 新能源,2026-03,32.0,False,0,0.4,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
比亚迪,宋Ultra,10-15万 SUV 新能源,2026-05,3203.0,True,2,1.0,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_CANDIDATE
现代,EO 羿欧,10-15万 SUV 新能源,2026-04,39.333333333333336,False,0,1.1683168316831685,49.90052863352552,substitution,0.2350948206403651,crowded,SHOCK_NONE
大众,帕萨特,10-15万 轿车 其他能源,2026-06,9289.5,False,2,1.0,51.61045900180083,shock,0.1633716468611234,vacuum,SHOCK_NONE
标致,508,10-15万 轿车 其他能源,2026-05,84.0,False,0,1.0,51.61045900180083,shock,0.1633716468611234,crowded,SHOCK_NONE
吉利银河,银河星耀7 MAX,10-15万 轿车 新能源,2026-05,1852.6666666666667,True,2,3.6044098573281453,51.61045900180083,shock,0.1633716468611234,vacuum,SHOCK_NONE
大众,与众07,10-15万 轿车 新能源,2026-05,759.0,False,0,1.0,51.61045900180083,shock,0.1633716468611234,vacuum,SHOCK_NONE
星途,星纪元ES,10-15万 轿车 新能源,2026-04,234.0,False,0,0.9093264248704664,51.61045900180083,shock,0.1633716468611234,vacuum,SHOCK_NONE
星途,星途ES,10-15万 轿车 新能源,2026-06,137.25,False,0,1.080708661417323,51.61045900180083,shock,0.1633716468611234,vacuum,SHOCK_NONE
本田,雅阁,10-15万 轿车 新能源,2026-02,87.66666666666667,False,0,0.22402044293015336,51.61045900180083,shock,0.1633716468611234,vacuum,SHOCK_NONE
红旗,天工05,10-15万 轿车 新能源,2026-04,377.0,False,0,1.1993637327677624,51.61045900180083,shock,0.1633716468611234,vacuum,SHOCK_NONE
风云,风云A9,10-15万 轿车 新能源,2026-05,1009.8333333333334,False,0,1.405148423005566,51.61045900180083,shock,0.1633716468611234,vacuum,SHOCK_NONE
本田,奥德赛,15-20万 MPV 其他能源,2026-03,824.0,False,0,0.8483184625943719,4.269247189412266,substitution,,vacuum,SHOCK_NONE
北京汽车制造厂,勇士,15-20万 SUV 其他能源,2026-03,1.0,False,0,0.75,62.449726074730584,shock,0.5003266421767776,vacuum,SHOCK_NONE
领克,领克09,15-20万 SUV 其他能源,2026-05,772.0,False,0,1.0,62.449726074730584,shock,0.5003266421767776,vacuum,SHOCK_NONE
iCAR,iCAR V27,15-20万 SUV 新能源,2026-03,2383.6666666666665,True,0,0.7431926834337975,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_CANDIDATE
东风风行,星海T5,15-20万 SUV 新能源,2026-03,790.6666666666666,False,0,0.5051107325383305,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
别克,至境E7,15-20万 SUV 新能源,2026-04,5976.333333333333,True,4,1.1280357367560085,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_CANDIDATE
华境,华境S,15-20万 SUV 新能源,2026-05,2641.1666666666665,True,3,1.8495564892623715,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_CANDIDATE
奔驰,EQB,15-20万 SUV 新能源,2026-04,266.25,False,0,1.236455108359133,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
岚图,岚图FREE,15-20万 SUV 新能源,2026-06,479.75,False,0,1.0214691270404541,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
方程豹,钛7,15-20万 SUV 新能源,2026-06,6472.75,True,2,0.9145316253002401,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_CANDIDATE
日产,NX8,15-20万 SUV 新能源,2026-04,2154.1666666666665,True,3,1.476805301645338,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_CANDIDATE
星途,星纪元ET,15-20万 SUV 新能源,2026-03,110.5,False,0,0.6474609375,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
比亚迪,宋Ultra,15-20万 SUV 新能源,2026-05,8586.333333333334,True,3,1.0,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_CANDIDATE
比亚迪,宋Ultra EV,15-20万 SUV 新能源,2026-03,0.0,False,1,0.0,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
沃尔沃,EX30,15-20万 SUV 新能源,2026-03,19.333333333333332,False,0,1.8125,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
红旗,HS6,15-20万 SUV 新能源,2026-01,865.6666666666666,False,0,0.5254957507082153,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
红旗,天工08,15-20万 SUV 新能源,2026-05,96.0,False,0,1.0,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
风云,风云T9L,15-20万 SUV 新能源,2026-04,938.8333333333334,False,0,0.792487338210467,62.449726074730584,shock,0.5003266421767776,crowded,SHOCK_NONE
丰田,铂智7,15-20万 轿车 新能源,2026-05,2395.0,True,1,1.0,33.62224934903388,substitution,0.0588642410325315,vacuum,SHOCK_CANDIDATE
小鹏,P7,15-20万 轿车 新能源,2026-06,859.75,True,0,0.7782890766445383,33.62224934903388,substitution,0.0588642410325315,crowded,SHOCK_NONE
岚图,岚图追光,15-20万 轿车 新能源,2026-01,0.0,False,0,0.0,33.62224934903388,substitution,0.0588642410325315,crowded,SHOCK_NONE
星途,星途ES,15-20万 轿车 新能源,2026-06,22.0,False,0,0.7586206896551724,33.62224934903388,substitution,0.0588642410325315,crowded,SHOCK_NONE
