price_bucket,body_type,fuel_type_group,sales,model_top3,top1_model,top3_sales,top3_concentration_pct,top3_stable,stable_top3_concentration_pct,stable_model_count,mapped_model_sales_pct,recent_3m_sales,prior_3m_sales,growth_pct,total_sales,nev_sales,nev_penetration_pct,nev_model_sales,bev_model_sales,bev_route_pct,market_openness,nev_substitution_space,open_convertible_share,opportunity_profile,opportunity_flag,strength
15-20万,SUV,新能源,1106648.0,比亚迪宋（17.9%）、比亚迪宋L（11.8%）、比亚迪唐（10.9%）,比亚迪宋,449535.0,40.6213177089734,比亚迪宋（17.9%）、比亚迪宋L（11.8%）、比亚迪唐（10.9%）,40.6213177089734,3,100.0,145850.0,449322.0,-67.53998246246566,2187474.0,1106648.0,50.59022415809286,1106648.0,429935.0,38.850203497408394,0.5937868229102661,0.49409775841907144,0.2933887381787446,开放替代蓝海,有机会,0.2933887381787446
10-15万,SUV,新能源,1922807.0,比亚迪宋（22.1%）、比亚迪元（19.7%）、埃安AION Y（7.6%）,比亚迪宋,948911.0,49.35029880794068,比亚迪宋（22.1%）、比亚迪元（19.7%）、埃安AION Y（7.6%）,49.35029880794068,3,100.0,459986.0,603638.0,-23.79770657248218,4042771.0,1922807.0,47.561610588381086,1922807.0,1019122.0,53.001783330308236,0.5064970119205932,0.5243838941161891,0.2655988754691345,开放替代蓝海,有机会,0.2655988754691345
20-25万,SUV,新能源,561493.0,特斯拉MODEL Y（23.4%）、极氪极氪7X（8.6%）、领克领克08（7.8%）,特斯拉MODEL Y,223555.0,39.814387712758666,智己智己LS6（6.0%）、星途星纪元ET（3.5%）、奥迪Q4（2.5%）,12.039687048636404,3,100.0,136971.0,240933.0,-43.14975532616951,955786.0,561493.0,58.74672782401081,561493.0,395743.0,70.48048684489389,0.6018561228724133,0.41253272175989186,0.24828534447641257,开放替代蓝海,有机会,0.24828534447641257
15-20万,轿车,新能源,493997.0,比亚迪汉（46.0%）、比亚迪海豹（9.3%）、小鹏P7+（8.5%）,比亚迪汉,315004.0,63.76637914805151,比亚迪汉（46.0%）、比亚迪海豹（9.3%）、领克领克07（8.0%）,63.23742856737996,3,100.0,94280.0,172277.0,-45.27418053483634,1515477.0,493997.0,32.59679955551948,493997.0,221647.0,44.868086243438725,0.3623362085194849,0.6740320044448052,0.2442262009113193,替代空间主导,有机会,0.2442262009113193
10-15万,轿车,新能源,1765556.0,比亚迪秦（26.4%）、比亚迪海豹06（15.1%）、比亚迪海豚（7.9%）,比亚迪秦,870343.0,49.295689289946054,比亚迪秦（26.4%）、比亚迪海豹06（15.1%）、比亚迪海豚（7.9%）,49.295689289946054,3,100.0,367147.0,550301.0,-33.28251266125266,3221628.0,1765556.0,54.80322371173829,1765556.0,1067814.0,60.48032461162376,0.5070431071005395,0.4519677628826171,0.22916713880128203,开放替代蓝海,有机会,0.22916713880128203
5-10万,轿车,新能源,1626002.0,比亚迪海鸥（28.0%）、比亚迪秦（16.6%）、五菱五菱缤果（15.7%）,比亚迪海鸥,980149.0,60.279692152900175,比亚迪海鸥（28.0%）、比亚迪秦（16.6%）、五菱五菱缤果（15.7%）,60.279692152900175,3,100.0,328195.0,530877.0,-38.17871182967053,3189024.0,1626002.0,50.98744945161905,1626002.0,1071807.0,65.91670858953434,0.3972030784709982,0.4901255054838095,0.19467935961532326,替代空间主导,有机会,0.19467935961532326
30-35万,SUV,新能源,414639.0,理想理想L7（29.4%）、蔚来蔚来ES6（17.9%）、理想理想L8（16.8%）,理想理想L7,265991.0,64.15001965565227,理想理想L7（29.4%）、蔚来蔚来ES6（17.9%）、理想理想L8（16.8%）,64.15001965565227,3,100.0,80382.0,132093.0,-39.147418863982196,630975.0,414639.0,65.71401402591228,414639.0,163815.0,39.50786105503824,0.3584998034434773,0.3428598597408772,0.12291519232576267,混动/增程主导,中间态,0.12291519232576267
20-25万,轿车,新能源,442149.0,特斯拉MODEL 3（44.6%）、小米小米SU7（23.0%）、宝马i3（9.4%）,特斯拉MODEL 3,340738.0,77.06406663816948,特斯拉MODEL 3（44.6%）、宝马i3（9.4%）、极氪极氪007（8.3%）,62.3348690147439,3,100.0,146597.0,119337.0,22.842873542991704,748206.0,442149.0,59.09455417358321,442149.0,438351.0,99.14101354973097,0.22935933361830518,0.40905445826416786,0.09382045796106638,头部锁死,没机会,0.09382045796106638
25-30万,SUV,新能源,926157.0,特斯拉MODEL Y（35.6%）、理想理想L6（22.3%）、AITO问界M7（15.4%）,特斯拉MODEL Y,679112.0,73.32579681414705,特斯拉MODEL Y（35.6%）、理想理想L6（22.3%）、AITO问界M7（15.4%）,73.32579681414705,3,100.0,131865.0,238283.0,-44.66034085520158,1372633.0,926157.0,67.47302447194552,926157.0,404102.0,43.63212716634436,0.2667420318585294,0.3252697552805448,0.08676311542565915,头部锁死,没机会,0.08676311542565915
25-30万,轿车,新能源,333096.0,小米小米SU7（33.3%）、极氪极氪001（28.1%）、蔚来蔚来ET5（23.5%）,小米小米SU7,283141.0,85.0028220092706,极氪极氪001（28.1%）、蔚来蔚来ET5（23.5%）、智界智界S7（6.6%）,58.29910896558349,3,100.0,29815.0,96694.0,-69.16561523982874,652916.0,333096.0,51.01666983195388,333096.0,321985.0,96.66432499939958,0.14997177990729393,0.48983330168046124,0.07346117211088525,头部锁死,没机会,0.07346117211088525
50-55万,SUV,新能源,152129.0,AITO问界M9（96.0%）、蔚来蔚来ES8（1.6%）、雷克萨斯RX（1.3%）,AITO问界M9,150479.0,98.91539417205135,AITO问界M9（96.0%）、雷克萨斯RX（1.3%）、宝马iX（1.0%）,98.33365104615163,3,100.0,18391.0,36069.0,-49.01161662369348,177692.0,152129.0,85.61387119285055,152129.0,19901.0,13.081660958791552,0.010846058279486481,0.14386128807149445,0.0015603279145854222,头部锁死,没机会,0.0015603279145854222
35-40万,MPV,新能源,150148.0,腾势腾势D9（49.1%）、岚图梦想家（26.1%）、小鹏X9（10.0%）,腾势腾势D9,128014.0,85.258544902363,腾势腾势D9（49.1%）、岚图梦想家（26.1%）、小鹏X9（10.0%）,85.258544902363,3,100.0,45516.0,45418.0,0.21577348187942214,150849.0,150148.0,99.53529688629025,150148.0,21660.0,14.425766576977384,0.14741455097637002,0.004647031137097413,0.0006850400084484253,头部锁死,没机会,0.0006850400084484253
5万以下,轿车,新能源,757107.0,五菱宏光MINI EV（41.5%）、长安Lumin（19.7%）、吉利熊猫mini（16.6%）,五菱宏光MINI EV,588892.0,77.78187231131135,五菱宏光MINI EV（41.5%）、长安Lumin（19.7%）、吉利熊猫mini（16.6%）,77.78187231131135,3,100.0,178845.0,280916.0,-36.33506101468055,757107.0,757107.0,100.0,757107.0,757107.0,100.0,0.2221812768868865,0.0,0.0,头部锁死,没机会,0.0
