freeze,body_type,fuel_type_group,price_bucket,share_delta_pp,gravity_delta,upper_band_growth_pct,CES_score,top3_price_position,receiver_tier,sales,val_sales,val_growth_pct,expanded
2025-03,SUV,新能源,30-35万,-4.043964507656699,-1.894527025624555,-71.14056374836663,0.0600328947368421,64571.41810732408,非Receiver,414639.0,414021.0,-0.1490453141166137,False
2025-03,SUV,新能源,35-40万,-1.7617436071443429,-1.894527025624555,-14.74817566806882,,77448.7261843793,非Receiver,23190.0,157820.0,580.5519620526088,True
2025-03,SUV,新能源,40-45万,-1.1103825673453689,-1.894527025624555,-14.160404030640606,,84214.55716502576,非Receiver,83297.0,210521.0,152.73539263118718,True
2025-03,SUV,新能源,45-50万,-0.46573855679317,-1.894527025624555,493.44255900136534,,97771.47659038451,非Receiver,35523.0,60250.0,69.60842271204572,True
2025-03,SUV,新能源,5-10万,-0.7375199637622432,-1.894527025624555,142.9013390601314,,18041.20843287846,非Receiver,98029.0,301648.0,207.71302369706922,True
2025-03,SUV,新能源,50-55万,2.1482099199043274,-1.894527025624555,-93.80234505862647,0.3348684210526316,102499.37310699625,Strong Receiver,152129.0,89039.0,-41.47138283956379,False
2025-03,SUV,新能源,55-60万,-0.09373439324174777,-1.894527025624555,-55.54445554445555,,116611.69942979026,非Receiver,222.0,1503.0,577.027027027027,True
2025-03,SUV,新能源,5万以下,-0.30733084607291616,-1.894527025624555,4.111174833790021,,7781.627434527625,非Receiver,4437.0,,,False
2025-03,SUV,新能源,60万以上,-0.494597133218138,-1.894527025624555,,,93375.43258721246,非Receiver,11570.0,6174.0,-46.63785652549698,False
2025-03,跑车,其他能源,25-30万,2.960781647351128,-0.31066076084615446,,,57365.7435129961,非Receiver,514.0,622.0,21.011673151750966,True
2025-03,跑车,其他能源,40-45万,7.832999172164012,-0.31066076084615446,-55.355535553555356,,86887.89149613996,Receiver,886.0,527.0,-40.519187358916476,False
2025-03,跑车,其他能源,45-50万,-3.8289883005060146,-0.31066076084615446,80.41462084015276,,93029.87873249999,非Receiver,496.0,905.0,82.45967741935485,True
2025-03,跑车,其他能源,50-55万,17.37074039736772,-0.31066076084615446,-96.51799687010954,,104383.51250963072,Receiver,3307.0,1923.0,-41.85061989718778,False
2025-03,跑车,其他能源,55-60万,-18.823482237449074,-0.31066076084615446,-27.229588276343332,,118843.95439820227,非Receiver,89.0,823.0,824.7191011235955,True
2025-03,跑车,其他能源,60万以上,-5.512050678927771,-0.31066076084615446,,,110602.14235971919,非Receiver,5214.0,3317.0,-36.38281549673955,False
2025-03,跑车,新能源,15-20万,9.42745294019657,14.99128179676632,,,35662.949038679246,非Receiver,106.0,,,False
2025-03,跑车,新能源,30-35万,-31.7016491754123,14.99128179676632,,,68254.98409414545,非Receiver,440.0,239.0,-45.68181818181818,False
2025-03,跑车,新能源,60万以上,22.274196235215726,14.99128179676632,,,159765.23776105547,非Receiver,179.0,252.0,40.78212290502794,True
2025-03,轿车,其他能源,10-15万,-5.283890770117605,-0.29349427648741866,-16.598695109395422,0.1633716468611234,23872.581701615793,非Receiver,1456072.0,1286414.0,-11.651758978951587,False
2025-03,轿车,其他能源,15-20万,0.9265421633106676,-0.29349427648741866,-2.3302346509913585,0.0588642410325315,33732.19793405068,非Receiver,1021480.0,859980.0,-15.810392763441284,False
2025-03,轿车,其他能源,20-25万,1.0814875876452792,-0.29349427648741866,-29.33716305788776,0.2774671052631579,46669.33186791278,Strong Receiver,306057.0,473913.0,54.84468579382271,True
2025-03,轿车,其他能源,25-30万,-0.7464813882720929,-0.29349427648741866,68.39614864642067,0.1824835526315789,52800.715446424125,非Receiver,319820.0,107652.0,-66.33981614658245,False
2025-03,轿车,其他能源,30-35万,2.0390447374528318,-0.29349427648741866,-41.75122011773238,,68084.9632447473,Receiver,204278.0,307867.0,50.70981701406907,True
2025-03,轿车,其他能源,35-40万,-1.2225942529137024,-0.29349427648741866,-36.88217112125475,,74498.48410871412,非Receiver,178310.0,101293.0,-43.192754192137286,False
2025-03,轿车,其他能源,40-45万,-0.642519620221611,-0.29349427648741866,27.004323318557443,,87365.99634615684,非Receiver,131915.0,117238.0,-11.12610393056135,False
2025-03,轿车,其他能源,45-50万,0.32860213579994535,-0.29349427648741866,-69.13462944014033,,93730.91460172416,非Receiver,46415.0,121.0,-99.73930841322847,False
2025-03,轿车,其他能源,5-10万,3.8813156994431104,-0.29349427648741866,-33.400843974492325,0.216633483993712,15682.548327770866,Strong Receiver,1563022.0,1360889.0,-12.932191613425791,False
2025-03,轿车,其他能源,50-55万,-0.12540319955006823,-0.29349427648741866,-84.24482494249936,,105360.4752647812,非Receiver,4223.0,2116.0,-49.89344068197964,False
2025-03,轿车,其他能源,55-60万,-0.0940630994009725,-0.29349427648741866,-29.18878197445468,,111271.64679951695,非Receiver,1233.0,575.0,-53.36577453365774,False
2025-03,轿车,其他能源,60万以上,-0.14203999317578453,-0.29349427648741866,,,108669.87167270141,非Receiver,62037.0,50829.0,-18.066637651723973,False
2025-03,轿车,新能源,10-15万,-5.86922266003711,-0.8458451910428071,64.70629421924075,0.1633716468611234,22595.078704428215,非Receiver,1765556.0,1344167.0,-23.867212368228476,False
2025-03,轿车,新能源,15-20万,0.8490210123267108,-0.8458451910428071,17.323847986796224,0.0588642410325315,36126.47362958653,非Receiver,493997.0,353138.0,-28.514140774134255,False
2025-03,轿车,新能源,20-25万,-2.1877163770981554,-0.8458451910428071,54.00505804733482,0.2774671052631579,47087.935260879654,非Receiver,442149.0,526626.0,19.106002727587313,True
2025-03,轿车,新能源,25-30万,0.19041582797835765,-0.8458451910428071,-72.101490499488,0.1824835526315789,54435.81794378088,非Receiver,333096.0,126399.0,-62.053281936738955,False
2025-03,轿车,新能源,30-35万,-1.16561207828482,-0.8458451910428071,203.70469798657717,,65092.111717591026,非Receiver,14712.0,59328.0,303.26264274061987,True
2025-03,轿车,新能源,35-40万,0.2098248651362065,-0.8458451910428071,27.615558668246965,,73515.41032589112,非Receiver,22626.0,7312.0,-67.68319632281445,False
2025-03,轿车,新能源,40-45万,-0.07293630161661147,-0.8458451910428071,,,86292.11610503889,非Receiver,23688.0,11374.0,-51.98412698412697,False
2025-03,轿车,新能源,5-10万,8.830033978256253,-0.8458451910428071,26.163230247916648,0.216633483993712,14884.899257425606,非Receiver,1626002.0,2018054.0,24.11140945706094,True
