price_bucket,body_type,vehicle_level_group,fuel_type_group,sales,weighted_tp,active_months,share_pct,market_rank,model_top3,top1_model,top3_sales,top3_concentration_pct,top3_stable,stable_top3_concentration_pct,stable_model_count,mapped_model_sales_pct,concentration_label
30-35万,轿车,C,新能源,39715.0,317465.71120600146,12,0.17773047646490928,69,极氪极氪001（58.6%）、阿维塔阿维塔12（26.9%）、岚图岚图追光（5.6%）,极氪极氪001,36214.0,91.18469092282513,岚图岚图追光（5.6%）、智己智己L7（2.1%）,7.712451214906206,2,100.0,高集中
20-25万,SUV,C,新能源,39574.0,233502.49062785623,12,0.17709948069047765,70,别克别克E5（28.9%）、大众ID.6 CROZZ（23.6%）、广汽传祺ES9（17.4%）,别克别克E5,27634.0,69.82867539293476,大众ID.6 CROZZ（23.6%）、大众ID.6 X（14.3%）,37.85313589730631,2,100.0,高集中
其他,轿车,A,其他能源,34970.0,0.0,12,0.15649590235371716,71,无可映射车型,无可映射车型,0.0,0.0,无满足9个月暴露期车型,0.0,0,0.0,低集中
45-50万,轿车,C,其他能源,34481.0,472914.696917685,12,0.15430755530622026,72,奔驰E级（90.0%）、奥迪A6（10.0%）,奔驰E级,34481.0,100.0,奔驰E级（90.0%）、奥迪A6（10.0%）,100.0,2,100.0,高集中
60万以上,SUV,D,其他能源,34176.0,1370660.8103987386,12,0.1529426353686199,73,奔驰GLS级（52.5%）、宝马X7（32.9%）、梅赛德斯-迈巴赫GLS（6.9%）,奔驰GLS级,31517.0,92.21968632958801,奔驰GLS级（52.5%）、宝马X7（32.9%）、梅赛德斯-迈巴赫GLS（6.9%）,92.21968632958801,3,100.0,高集中
其他,MPV,B,新能源,33233.0,0.0,12,0.14872257143039985,74,无可映射车型,无可映射车型,0.0,0.0,无满足9个月暴露期车型,0.0,0,0.0,低集中
15-20万,轿车,A,新能源,31037.0,158351.1296779138,12,0.13889514787967744,75,小鹏P5（47.6%）、吉利几何A（20.9%）、雪佛兰畅巡（10.1%）,小鹏P5,24397.0,78.60617972097819,小鹏P5（47.6%）、欧拉芭蕾猫（9.0%）,56.64529432612688,2,100.0,高集中
10-15万,SUV,B,新能源,30801.0,133854.95855146393,12,0.13783901310828833,76,蓝电蓝电E5（44.4%）、零跑零跑C11（15.3%）、奇瑞瑞虎8（14.5%）,蓝电蓝电E5,22822.0,74.09499691568455,蓝电蓝电E5（44.4%）、奇瑞瑞虎8（14.5%）,58.838998733807344,2,100.0,高集中
45-50万,SUV,D,新能源,30342.0,457491.30434782594,4,0.13578492048088323,77,理想理想L9（100.0%）,理想理想L9,30342.0,100.0,无满足9个月暴露期车型,0.0,0,100.0,高集中
15-20万,轿车,C,其他能源,29116.0,177830.59553324393,11,0.13029838984646352,78,别克君越（100.0%）,别克君越,29116.0,100.0,别克君越（100.0%）,100.0,1,100.0,高集中
